"","id","gender","birth","marital","Wwa","district","timeWwa","children","dog","edu","eduprog","edutime","work","worktime","occup","fatheredu","motheredu","grandedu","income","lifestd","cars","hometype","homestatus","tv","pc","tablet","internet","internetuse","tvtime","tv.a1","tv.a2","tv.a3","tv.a4","tv.a5","tv.a6","tv.a7","tv.a8","tv.b1","tv.b2","tv.b3","tv.b4","tv.b5","tv.b6","tv.b7","tv.b8","tv.b9","moviefreq","movie.a1","movie.a2","movie.a3","movie.a4","movie.a5","movie.a6","movie.a7","movie.a8","movie.a9","movie.a10","movie30","bookfreq","book.a1","book.a2","book.a3","book.a4","book.a5","book.a6","book.a7","book.a8","book.a9","book.a10","book12","pressfreq","press.a1","press.a2","press.a3","press.a4","press.a5","press.a6","press.a7","press.b1","press.b2","press.b3","press.b4","press.b5","press.b6","press.b7","press.b8","press.b9","press.b10","musicfreq","music.a1","music.a2","music.a3","music.a4","music.a5","music.a6","music.a7","music.a8","music.a9","music.a10","music.a11","music.a12","music.a13","music.a14","theater","opera","cinema","art","livemusic","club","sportshow","sportint","football","trainfreq","trainfav","bookquant","cdquant","artquant","socact1","socact2","socact3","socact4","socact5","socact6","socact7","socact8","socact9","socact10","socact11","socact12","socact13","socact14","scknow1","scknow2","scknow3","scknow4","scknow5","scknow6","scknow7","scknow8","scknow9","scknow10","scknow11","scknow12","scknow13","scknow14","scknow15","schelp1","schelp2","schelp3","schelp4","schelp5","schelp6","schelp7","schelp8","schelp9","schelp10","schelp11","schelp12","schelp13","schelp14","schelp15","attgen1","attgen2","attgen3","attgen4","attgen5","attgen6","attgen7","attgen8","attgen9","attmult1","attmult2","attmult3","attmult4","attmult5","attmult6","attmult7","attmult8","attmult9","attmult10","attmult11","attmult12","attmult13","attmult14","attmult15","attmult16","attmult17","attmult18","age","ISCO","ISCObroad","income.f","incomeclass"
"111",111,"man",1986,"married","yes","Ochota",28,"no","no","MA+","STEM/med","full","yes","full","science","high","<=med","high",2,3,"no_car","apartment","family","tv","pc","no_tablet","everyday","no_blog/web",3,6,7,6,7,1,1,7,6,2,2,2,1,4,2.97368421052632,5,2,7,"often",6,7,6,7,7,3,4,7,7,6,"many","not_often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"often",5,5,4,4,4,6,4,6,4,6,4,4,6,6,6,4,4,"not_everyday",3,3,7,4,7,5,2,4,3,5,5,5,5,7,"not_often","not_often","not_often","sometimes","sometimes","sometimes","never",4,2,"regularly","ind","tens","hundreds+","many",1,0,1,1,1,0,1,0,0,0,0,0,1,0,4,3,4,0,4,4,4,0,4,3,4,3,2,2,4,3,4,4,3,4,2,4,4,4,2,4,4,4,2,4,5,1,2,5,3,5,3,3,3,5,1,1,2,4,4,3,5,5,2,3,1,3,3,3,2,1,2,28,"pro","high:mng/pro/self","2-3","mid/high"
"112",112,"woman",1987,"single","yes","Mokotów",7,"no","no","BA","soc/beh","partial","yes","full","high_serv","<=med","<=med","<=med",4,3,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","no_blog/web",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,2,3,2.97368421052632,4.13609467455621,5,3.10285714285714,"not_often",3,4,6,4,4,5,5,4,6,4,"few","not_often",5,5,6,4,6,6,4,5,5,6,"many","often",5,5,5,5,4,6,1,5,4,6,2.77777777777778,3.12025316455696,7,3.01123595505618,5,5,4,"everyday",7,4,5,4,5,5,4,4,5,7,6,4,4,7,"often","not_often","often","sometimes","sometimes","often","not_often",2,1,"sometimes","run","tens","few/zero","few",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,4,4,4,3,3,4,4,4,4,1,2,2,4,3,3,4,3,4,4,3,4,4,3,4,4,4,4,4,3,1,3,2,2,3,5,5,4,2,5,2,3,NA,5,1,3,5,1,3,4,4,5,1,5,1,5,27,"pro","high:mng/pro/self","4-5","mid/high"
"113",113,"man",1986,"nf_rel","yes","Śródmieście",28,"no","yes","BA","leisure","partial","yes","full","high_serv","<=med","<=med","<=med",2,2,"1car+","apartment","other","tv","pc","no_tablet","everyday","no_blog/web",10,4,5,5,1,5,2,6,5,5,5,5,1,5,1,4,4,5,"often",4,7,2,3,7,4,6,1,6,5,"many","often",2,7,5,3,5,4,4,6,5,5,"many","not_often",6,6,4,4,6,5,4,5,2,7,2,3.12025316455696,4,2,2,3,3,"everyday",4,5,5,5,5,5,5,5,5,5,5,4,5,7,"not_often","not_often","not_often","often","sometimes","not_often","not_often",5,4,"regularly","rival","tens","tens","few",0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,3,2,3,3,4,4,1,3,3,4,1,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,5,1,1,5,5,5,5,4,4,4,2,4,5,3,5,2,2,5,2,4,4,1,5,3,5,3,4,28,"pro","high:mng/pro/self","2-3","mid/high"
"114",114,"man",1983,"single","yes","Mokotów",31,"no","no","MA+","human/lang","partial","yes","flexible","science","high","high","high",NA,4,"1car+","apartment","family","no_tv","pc","no_tablet","everyday","no_blog/web",15,6,4,6,6,6,3,6,4,4,6,5,2,6,1,6,3,3,"not_often",2,5,5,7,6,4,6,6,5,7,"many","often",5,7,4,5,4,4,3,6,5,4,"many","often",5,6,4,6,7,6,1,5,4,5,1,4,7,2,5,7,6,"everyday",4,6,5,3,3,4,4,6,1,6,4,6,6,6,"not_often","not_often","not_often","sometimes","not_often","not_often","not_often",2,2,"regularly","ind","hundreds","tens","many",1,0,0,1,1,0,0,0,0,0,0,0,1,0,4,1,2,4,4,4,4,2,1,3,4,2,3,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,5,1,1,5,5,5,5,4,5,3,2,4,4,4,5,4,5,4,2,1,1,1,5,2,5,1,4,31,"pro","high:mng/pro/self",NA,NA
"NA.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",118,"woman",1990,"single","yes","Mokotów",24,"no","no","<=highschool+tech","STEM/med","full","no","no_job",NA,"high","high","high",1,5,"1car+","other","own","tv","pc","no_tablet","everyday","no_blog/web",2,6,6,6,6,5,6,6,5,6,7,6,1,6,2.97368421052632,4.13609467455621,7,6,"not_often",3,6,6,6,3,7,6,5,6,5,"few","not_often",5,3,6,5,5,5,3,7,3,6,"few","not_often",6,5,6,4,4,6,3,5,5,6,2.77777777777778,3.12025316455696,5,3.01123595505618,5,5,5,"everyday",3,3,3,5,3,5,5,3,6,3,7,3,3,5,"not_often","not_often","not_often","not_often","not_often","often","often",4,3,"regularly","ind",NA,"hundreds+","many",0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,4,4,3,4,0,2,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4,3,1,1,4,2,4,4,4,5,3,2,2,2,4,4,2,2,4,3,2,2,2,4,2,4,2,2,24,NA,NA,"1-2","low"
"120",120,"woman",1990,"single","yes","Ursynów",24,"no","yes","BA","soc/beh","partial","yes","full","marketing/PR","high","high","high",3,4,"no_car","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",2,3,3,6,6,3,2,5,4,5,5,5,1,5,1,4,5,4,"not_often",2,2,5,2,2,6,2,5,6,4,"few","not_often",5,2,5,2,5,2,2,5,2,2,"few","often",4,6,5,5,4,5,2,5,4,4,2,4,4,3,5,5,4,"not_everyday",2,2,2,2,2,2,2,2,2,4,4,2,2,2,"not_often","not_often","not_often","not_often","not_often","sometimes","often",3,2,"sometimes","ind","hundreds","tens","few",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,2,4,3,4,4,3,3,3,3,4,3,4,3,4,3,3,4,3,4,3,3,4,4,3,2,2,2,2,3,4,2,4,3,4,2,2,2,2,3,2,2,4,3,1,3,2,4,4,3,3,2,24,"pro","high:mng/pro/self","3-4","mid/high"
"121",121,"woman",1990,"single","yes","Mokotów",23,"no","yes","BA","human/lang","full","yes","flexible","office/service","high","high","don't_know",1,4,"no_car","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",0,7,3,5,5,6,4,7,5,5,4,3,2,4,2.97368421052632,5,5,2,"not_often",6,6,6,5,4,6,5,5,6,5,"few","not_often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"few","not_often",5,5,6,5,5,5,4,5,6,6,4,4,6,4,4,6,4,"everyday",6,2,5,6,6,6,5,5,6,6,6,5,6,5,"often","not_often","not_often","sometimes","often","often","not_often",4,2,"regularly","ind","tens","hundreds+","few",1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,4,4,2,4,0,2,3,4,2,2,2,3,4,4,4,4,4,3,4,4,4,2,4,4,4,4,4,4,2,2,4,3,3,4,4,4,2,4,3,3,2,4,2,3,4,3,2,2,2,4,3,4,2,4,24,"tech/assoc_pro","low:phys/sale/serv/assoc_pro","1-2","low"
"122",122,NA,1992,"single","yes","Ursynów",10,"no","no","<=highschool+tech","STEM/med","full","no","no_job",NA,"high","high","don't_know",0,4,"1car+","apartment","family","tv","pc","tablet","everyday","no_blog/web",0,4,4,4,5,3,2,6,7,1,1,1,1,1,1,1,1,1,"not_often",7,6,5,4,7,4,5,6,6,3,"few","not_often",5,6,3,3,4,5,3,3,7,3,"few","not_often",4,4,4,4,4,4,4,4,4,6,4,4,4,5,4,4,4,"everyday",5,3,6,7,7,5,NA,5,7,6,6,NA,6,7,"not_often","not_often","not_often","not_often","not_often","often","not_often",2,1,"regularly",NA,"tens","tens","many",0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,4,4,2,4,0,2,0,3,0,1,1,4,2,3,0,0,4,0,4,2,4,0,3,1,4,0,3,2,4,4,1,1,3,2,1,3,5,5,4,2,1,5,2,1,3,2,2,4,3,4,2,1,5,5,22,NA,NA,"0-1","low"
"123",123,"man",1988,"nf_rel","yes","Śródmieście",17,"no","no","MA+","human/lang","partial","yes","flexible","art/design","high","high","don't_know",5,4,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","blog/web",2,3,2,4,2,3,2,3,6,4,4,4,4,4,4,4,4,4,"often",5,6,3,4,6,2,1,5,6,5,"many","often",5,6,4,5,4,2,5,3,6,4,"many","often",6,5,4,4,3,4,2,2,2,6,2,2,3,2,2,4,4,"everyday",6,3,3,2,6,3,5,NA,5,5,2,5,6,5,"not_often","not_often","not_often","often","sometimes","sometimes","not_often",2,2,"sometimes","run","hundreds","hundreds+","many",1,1,1,1,1,1,0,0,1,1,0,0,1,0,4,2,4,2,4,3,2,1,3,3,4,4,3,4,4,4,4,4,2,3,4,4,3,4,4,3,4,4,4,4,4,1,3,4,5,3,4,3,4,4,3,3,4,3,3,2,3,4,2,4,2,3,4,2,4,3,4,26,"pro","high:mng/pro/self","5-6","mid/high"
"124",124,"man",1984,"nf_rel","yes","Bemowo",30,"no","yes","MA+","STEM/med","partial","yes","full","high_serv","<=med","<=med","<=med",4,2,"no_car","apartment","rent","tv","pc","no_tablet","everyday","no_blog/web",10,7,5,4,4,4,3,7,7,2,6,6,3,2,2.97368421052632,4.13609467455621,6,4,"not_often",1,4,4,6,6,6,1,6,6,6,"few","not_often",7,1,1,1,2,6,1,2,7,5,"few","not_often",6,6,1,1,1,1,1,1,1,7,2.77777777777778,3.12025316455696,1,1,4,1,6,"everyday",1,7,6,2,6,6,6,1,3,3,6,NA,6,7,"not_often","not_often","not_often","not_often","not_often","not_often","never",2,3,"rarely/never","run","hundreds","tens","few",1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,4,3,0,4,1,4,0,4,4,4,4,4,0,0,0,0,0,4,4,0,0,0,0,0,4,5,1,3,5,5,5,5,5,5,3,5,1,4,1,5,3,3,1,3,3,1,3,3,1,5,1,3,30,"pro","high:mng/pro/self","4-5","mid/high"
"125",125,"woman",1989,"nf_rel","yes","Wola",7,"no","no","MA+","human/lang","partial","yes","flexible","journal","high","high","high",2,3,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","no_blog/web",0,5,4,6,5,4,2,6,4,5,5,5,1,6,2.97368421052632,4,4,4,"not_often",6,4,6,3,5,5,5,6,5,5,"many","often",4,3,4,7,7,2,2,3,5,6,"many","often",5,5,3,5,5,5,1,6,4,7,2.77777777777778,2,5,2,4,3,4,"everyday",5,1,5,1,5,4,1,4,2,4,5,5,3,5,"often","not_often","not_often","not_often","not_often","sometimes","not_often",3,2,"regularly","ind","hundreds","tens","many",1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,4,3,4,4,4,4,1,3,4,4,1,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,2,3,3,2,3,4,4,2,1,2,3,2,1,4,1,5,3,2,4,2,3,2,4,25,"pro","high:mng/pro/self","2-3","mid/high"
"126",126,"man",1979,"single","yes","Ursynów",35,"no","no","MA+","law/biz/menag","partial","no","no_job",NA,"high","high","high",2,4,"1car+","apartment","own","no_tv","pc","no_tablet","everyday","blog/web",0,NA,NA,4,NA,NA,NA,NA,4,5,4,5,1.93854748603352,5,2.97368421052632,4.13609467455621,4,3.10285714285714,"often",3,6,5,7,7,5,6,7,6,6,"many","often",6,6,5,5,5,6,2,5,4,4,"many","not_often",4,5,5,4,5,NA,2,5,5,5,2.77777777777778,3.12025316455696,5,3.01123595505618,5,5,6,"everyday",4,5,3,3,1,6,1,4,5,3,5,5,5,7,"often","not_often","often","sometimes","not_often","not_often","never",1,1,"regularly","run","thousands","tens","few",1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,4,2,4,3,2,3,2,4,4,1,4,4,3,4,4,4,2,2,3,4,4,4,2,4,4,4,4,4,3,1,2,4,2,4,4,4,3,3,5,1,2,3,1,1,5,1,4,3,2,3,4,5,3,2,2,35,NA,NA,"2-3","mid/high"
"127",127,"woman",1987,"nf_rel","yes","Żoliborz",26,"no","yes","<=highschool+tech","human/lang","partial","yes","part","educ","high","high","high",1,3,"no_car","apartment","family","no_tv","pc","no_tablet","everyday","no_blog/web",0,4,1,6,4,6,5,7,5,3,5,4,1,6,4,4,4,4,"not_often",6,4,6,2,2,NA,4,5,5,3,"many","not_often",2,1,4,4,6,4,6,6,6,6,"few","often",4,2,4,5,4,6,2,4,4,5,4,4,6,4,5,6,4,"not_everyday",4,1,6,3,5,4,2,2,4,4,5,4,2,6,"often","not_often","often","sometimes","sometimes","sometimes","not_often",2,3,"sometimes","ind","hundreds","tens","few",1,0,1,0,1,0,0,0,1,0,0,0,0,0,2,2,2,4,2,3,4,2,3,3,4,1,3,2,4,4,3,4,3,4,1,1,4,4,2,4,4,4,3,4,5,1,1,5,4,5,5,3,4,2,1,3,4,4,4,3,5,4,4,4,1,2,4,4,4,2,1,27,"serv/sales","low:phys/sale/serv/assoc_pro","1-2","low"
"128",128,NA,1990,"married","yes","Bemowo",10,"yes","yes","<=highschool+tech",NA,"full","yes","full",NA,"<=med","<=med","<=med",0,5,"1car+","other","own","tv","pc","tablet","everyday","blog/web",NA,7,7,7,7,7,7,7,7,4.30412371134021,4.5699481865285,3.92268041237113,1.93854748603352,4.40322580645161,2.97368421052632,4.13609467455621,3.84357541899441,3.10285714285714,"often",7,7,7,7,7,7,7,7,7,7,"many","often",7,7,7,7,7,7,7,7,7,7,"few","often",7,7,7,7,7,7,7,4.36683417085427,3.63265306122449,4.84183673469388,2.77777777777778,3.12025316455696,4.10606060606061,3.01123595505618,3.82828282828283,4.26666666666667,4.36612021857924,"everyday",7,7,7,7,7,7,7,7,7,7,7,7,7,7,"often","often","often","often","often","often","often",5,5,"regularly","rival","thousands","hundreds+","many",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,NA,NA,"0-1","low"
"129",129,"man",1988,"single","yes","Wola",1,"no","no","BA","law/biz/menag","full","yes","part","office/service","<=med","high","<=med",1,4,"no_car","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",1,5,5,7,5,6,1,7,6,7,6,6,5,1,3,6,3,3,"not_often",2,5,7,4,5,2,1,5,6,5,"many","not_often",4,5,4,5,4,5,2,5,6,3,"few","not_often",6,1,6,6,2,1,1,2,7,1,1,4,1,4,3,2,6,"everyday",7,1,5,6,7,5,4,4,7,6,5,5,5,5,"often","not_often","not_often","sometimes","often","often","not_often",2,1,"rarely/never","run","tens","tens","none",0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,4,3,3,4,3,3,4,4,1,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,3,4,3,3,2,3,2,4,4,2,4,4,4,4,1,2,1,4,2,1,3,1,4,2,2,5,1,4,2,4,26,"tech/assoc_pro","low:phys/sale/serv/assoc_pro","1-2","low"
"130",130,"man",1987,"nf_rel","yes","Białołęka",10,"no","no","BA","soc/beh","full","yes","full","analyst","<=med","<=med","high",3,4,"no_car","apartment","own","tv","pc","tablet","everyday","no_blog/web",1,6,3,5,7,4,4,7,5,5,5,3,2,3,3,4,4,4,"often",5,6,6,4,7,5,1,6,7,5,"few","not_often",5,7,4,4,6,4,4,5,6,5,"few","not_often",6,4,5,4,4,1,2,3,3,5,1,4,2,4,3,4,5,"everyday",7,1,5,4,7,1,4,5,5,6,6,3,7,7,"often","not_often","often","not_often","sometimes","sometimes","often",1,1,"regularly","ind","hundreds","tens","few",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,3,4,4,2,4,4,2,4,1,3,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,2,1,2,3,3,3,2,2,2,5,5,5,4,1,5,1,1,5,1,5,3,3,5,5,5,1,5,27,"pro","high:mng/pro/self","3-4","mid/high"
"131",131,"woman",1988,"nf_rel","yes","Śródmieście",7,"no","no","MA+","STEM/med","partial","yes","full","marketing/PR","high","high","<=med",9,5,"1car+","apartment","own","tv","pc","tablet","everyday","no_blog/web",10,6,2,6,7,6,2,6,4,3,5,3,1,6,1,4.13609467455621,6,1,"often",5,4,6,5,5,6,4,6,6,6,"many","not_often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"few","often",2,5,3,6,NA,6,3,5,4,3,1,1,6,1,2,7,5,"everyday",6,1,2,6,6,4,5,2,3,5,5,2,4,3,"often","not_often","often","not_often","sometimes","often","often",1,1,"regularly","ind","tens","few/zero","few",0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,3,1,4,3,2,3,3,3,4,0,3,2,NA,4,3,4,2,4,3,4,4,4,2,4,4,4,4,4,5,1,4,4,5,2,4,4,5,3,4,2,5,2,5,1,1,5,1,5,2,5,5,2,5,1,5,26,"pro","high:mng/pro/self","9-10","mid/high"
"132",132,"man",1991,"single","yes","Śródmieście",2,"no","no","BA","law/biz/menag","partial","yes","full","analyst","high","high","high",3,4,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","blog/web",0,5,3,7,6,5,5,7,6,5,5,5,1,6,2,6,2,4,"often",7,4,5,2,1,3,2,7,5,5,"many","not_often",5,1,3,4,5,4,2,7,5,6,"many","often",7,4,7,7,2,5,1,7,5,7,2,2,5,2,3,7,7,NA,7,5,6,6,7,3,2,6,6,7,2,1,7,7,"not_often","not_often","not_often","sometimes","often","often","often",3,1,"sometimes","ind",NA,NA,NA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,3,4,4,NA,3,4,4,4,4,4,4,3,NA,4,4,2,3,4,2,5,3,4,4,3,3,4,2,3,4,1,4,3,1,5,5,5,4,4,3,5,4,23,"pro","high:mng/pro/self","3-4","mid/high"
"133",133,"man",1987,"nf_rel","yes","Bielany",18,"no","no","<=highschool+tech","soc/beh","full","yes","flexible","art/design","high","<=med","high",7,4,"1car+","apartment","rent","tv","pc","no_tablet","everyday","blog/web",0,1,1,1,2,1,1,6,1,2,2,2,1,2,1,1,1,1,"not_often",3,7,3,5,7,7,5,2,7,1,"few","often",4,7,7,4,6,5,6,6,5,4,"few","not_often",5,1,1,1,1,1,1,5,5,5,1,2,2,2,5,2,4,"everyday",7,5,4,1,3,5,2,5,1,3,1,7,5,7,"often","often","often","sometimes","sometimes","not_often","never",1,1,"regularly","rival","thousands","hundreds+","many",1,0,1,0,1,1,0,0,1,0,0,0,1,1,3,3,4,3,4,3,4,2,4,3,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,4,5,4,5,5,4,5,4,4,4,4,1,5,1,3,5,2,5,3,4,5,2,5,1,5,27,"pro","high:mng/pro/self","7-8","mid/high"
"134",134,"man",1990,"nf_rel","yes","Bemowo",24,"no","no","BA","law/biz/menag","full","yes","full","journal","high","high","don't_know",3,3,"no_car","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",2,2,7,6,4,5,2,7,6,4,5,3,2,6,2.97368421052632,4,5,5,"not_often",7,5,5,5,5,1,2,3,5,4,"many","often",6,5,4,6,6,4,4,3,5,6,"many","often",4,6,6,5,5,5,1,5,3,5,4,4,5,4,3,3,5,"everyday",5,3,6,1,7,2,3,5,4,1,4,5,5,7,"often","not_often","not_often","sometimes","sometimes","often","often",5,5,"regularly","ind","hundreds","tens","many",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,2,0,3,4,4,1,0,1,4,4,3,4,1,4,1,3,4,4,1,4,4,4,3,4,4,1,2,5,3,4,5,5,4,3,4,5,4,2,5,1,4,4,2,2,3,2,4,3,5,2,4,24,"pro","high:mng/pro/self","3-4","mid/high"
"135",135,"man",1990,"nf_rel","yes","Wola",5,"no","no","<=highschool+tech","law/biz/menag","full","no","no_job",NA,"high","high","high",NA,4,"1car+","apartment","rent","tv","pc","tablet","everyday","no_blog/web",0,3,1,5,7,2,2,7,5,3,5,4,2,5,2.97368421052632,5,2,2,"not_often",7,5,6,5,6,4,6,6,3,5,"many","often",4,5,5,5,6,3,5,5,5,3,"many","not_often",4,6,6,6,2,3,2,5,3,5,3,3,4,3,6,5,6,"everyday",6,3,5,5,6,3,3,3,3,5,5,5,5,6,"often","not_often","often","not_often","not_often","often","not_often",1,1,"sometimes","run","tens","few/zero","few",1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,3,3,3,3,2,2,0,2,4,0,2,0,4,1,3,3,4,4,0,4,1,4,2,4,3,4,0,3,4,1,2,3,4,3,3,3,3,4,4,3,2,2,4,1,1,4,1,4,4,3,4,1,5,1,4,24,NA,NA,NA,NA
"136",136,"man",1989,"single","yes","Śródmieście",25,"no","no","<=highschool+tech","STEM/med","full","yes","full","office/service","high","high","<=med",2,3,"1car+","apartment","rent","no_tv","no_pc","no_tablet","everyday","no_blog/web",0,1,1,6,1,5,1,5,7,2,2,2,1,4,2,5,1,1,"not_often",3,6,4,3,7,4,3,5,5,6,"few","often",4,7,6,5,6,5,3,5,6,6,"few","not_often",6,5,3,3,3,4,1,6,5,6,5,4,4,4,5,6,5,"everyday",5,2,3,5,7,3,5,4,2,6,2,3,7,4,"often","often","not_often","sometimes","often","often","not_often",2,1,"regularly","run","hundreds","hundreds+","few",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,4,0,2,4,1,3,3,3,4,4,2,1,3,3,4,0,4,4,0,4,4,2,4,3,3,4,4,3,1,3,3,4,5,4,5,4,2,4,1,2,2,4,1,1,4,1,1,4,4,4,2,3,2,4,25,"cler_sup","low:phys/sale/serv/assoc_pro","2-3","mid/high"
"137",137,"man",1992,"single","yes","Ochota",3,"no","yes","<=highschool+tech","soc/beh","full","yes","flexible","journal","<=med","high","<=med",1,4,"1car+","apartment","rent","no_tv","pc","no_tablet","everyday","blog/web",5,1,1,1,7,1,1,7,6,1,1,1,1,1,1,1,1,1,"not_often",7,5,6,5,4,1,1,4,1,1,"few","often",7,5,4,7,7,1,4,3,1,1,"many","often",6,7,4,4,1,1,1,1,1,7,1,1,1,1,1,1,4.36612021857924,"everyday",7,1,4,4,7,1,4,7,3,6,4,3,6,6,"often","often","often","sometimes","sometimes","sometimes","never",1,1,"regularly","run","hundreds","hundreds+","many",0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,4,4,4,4,4,3,3,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,1,4,5,5,3,3,4,5,5,4,1,1,4,1,1,2,4,5,3,1,4,1,5,3,5,22,"pro","high:mng/pro/self","1-2","low"
"138",138,"man",1986,"nf_rel","yes","Praga Północ",28,"no","no","<=highschool+tech","human/lang","full","yes","flexible","marketing/PR","high","high","high",2,3,"no_car","apartment","rent","tv","pc","no_tablet","everyday","blog/web",0,1,6,6,6,6,1,6,6,3,3,2,4,5,2,5,1,6,"often",6,5,3,6,7,2,2,7,6,6,"many","often",5,5,3,6,6,2,6,3,7,3,"many","not_often",7,5,5,5,3,5,5,4,4,4,2,2,5,4,5,5,2,"everyday",2,2,5,7,7,4,7,4,7,6,2,5,5,3,"not_often","not_often","often","sometimes","sometimes","often","not_often",4,4,"regularly","ind","thousands","hundreds+","many",1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,2,2,2,4,3,3,2,4,4,4,2,1,3,4,4,4,4,2,3,3,2,4,4,2,4,3,4,4,4,5,1,3,5,4,3,4,5,4,3,4,1,4,1,4,1,4,4,2,2,2,2,3,2,4,2,5,28,"pro","high:mng/pro/self","2-3","mid/high"
