"","id","gender","birth","marital","Wwa","district","timeWwa","children","dog","edu","eduprog","edutime","work","worktime","occup","fatheredu","motheredu","grandedu","income","lifestd","cars","hometype","homestatus","tv","pc","tablet","internet","internetuse","tvtime","tv.a1","tv.a2","tv.a3","tv.a4","tv.a5","tv.a6","tv.a7","tv.a8","tv.b1","tv.b2","tv.b3","tv.b4","tv.b5","tv.b6","tv.b7","tv.b8","tv.b9","moviefreq","movie.a1","movie.a2","movie.a3","movie.a4","movie.a5","movie.a6","movie.a7","movie.a8","movie.a9","movie.a10","movie30","bookfreq","book.a1","book.a2","book.a3","book.a4","book.a5","book.a6","book.a7","book.a8","book.a9","book.a10","book12","pressfreq","press.a1","press.a2","press.a3","press.a4","press.a5","press.a6","press.a7","press.b1","press.b2","press.b3","press.b4","press.b5","press.b6","press.b7","press.b8","press.b9","press.b10","musicfreq","music.a1","music.a2","music.a3","music.a4","music.a5","music.a6","music.a7","music.a8","music.a9","music.a10","music.a11","music.a12","music.a13","music.a14","theater","opera","cinema","art","livemusic","club","sportshow","sportint","football","trainfreq","trainfav","bookquant","cdquant","artquant","socact1","socact2","socact3","socact4","socact5","socact6","socact7","socact8","socact9","socact10","socact11","socact12","socact13","socact14","scknow1","scknow2","scknow3","scknow4","scknow5","scknow6","scknow7","scknow8","scknow9","scknow10","scknow11","scknow12","scknow13","scknow14","scknow15","schelp1","schelp2","schelp3","schelp4","schelp5","schelp6","schelp7","schelp8","schelp9","schelp10","schelp11","schelp12","schelp13","schelp14","schelp15","attgen1","attgen2","attgen3","attgen4","attgen5","attgen6","attgen7","attgen8","attgen9","attmult1","attmult2","attmult3","attmult4","attmult5","attmult6","attmult7","attmult8","attmult9","attmult10","attmult11","attmult12","attmult13","attmult14","attmult15","attmult16","attmult17","attmult18","age","ISCO","ISCObroad","income.f","incomeclass"
"27",27,"man",1989,"nf_rel","yes","Praga Południe",6,"no","no","BA","human/lang","partial","yes","full","manager","don't_know","<=med","<=med",4,3,"no_car","apartment","family","tv","pc","no_tablet","everyday","no_blog/web",15,6,2,7,2,6,4,7,7,6,6,5,2,6,2,4,4,4,"not_often",5,5,6,4,4,4,5,4,5,3,"many","not_often",4,4,4,4,4,5,4,4,6,5,"few","often",5,6,5,7,6,5,2,4,6,5,2,2,6,2,3,7,5,"everyday",4,3,3,6,6,6,5,4,4,4,6,6,4,3,"often","not_often","often","sometimes","sometimes","often","not_often",2,1,"sometimes","ind","hundreds","hundreds+","few",1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,4,3,0,4,1,2,4,2,4,4,2,3,4,2,4,1,4,4,2,3,2,4,4,3,4,4,4,4,4,3,1,1,4,4,4,4,4,4,2,4,3,4,2,3,2,3,4,2,4,2,4,4,3,5,2,4,25,"manager","high:mng/pro/self","4-5","mid/high"
"28",28,"woman",1991,"single","yes","Mokotów",23,"no","no","BA","law/biz/menag","partial","yes","flexible","marketing/PR","high","high","high",1,5,"no_car","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",5,6,1,7,5,6,1,5,7,5,7,4,1,7,4,5,5,1,"not_often",6,4,6,3,3,6,4,1,5,2,"few","not_often",5,1,5,4,5,5,1,1,5,5,"few","often",6,6,7,7,7,7,1,7,3,5,3,3,7,3,7,7,6,"everyday",7,3,6,7,7,6,7,7,5,6,3,6,7,6,"often","often","often","often","often","often","often",2,1,"regularly","run","hundreds","tens","few",1,0,0,0,0,1,0,0,1,0,0,0,1,0,3,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,4,4,4,3,2,3,2,5,4,5,5,5,4,2,4,5,5,NA,5,2,4,5,3,4,2,2,5,1,5,5,5,23,"pro","high:mng/pro/self","1-2","low"
"29",29,"woman",1990,"nf_rel","yes","Śródmieście",1,"no","no","BA","soc/beh","full","no","no_job",NA,"<=med","high","<=med",1,3,"no_car","apartment","family","no_tv","pc","no_tablet","everyday","no_blog/web",5,3,5,5,5,5,3,6,5,5,6,2,1,4,2.97368421052632,4,5,3.10285714285714,"not_often",5,3,6,4,3,5,4,4,5,5,"few","often",4,2,5,4,6,3,4,5,3,5,"few","not_often",4,5,5,4,4,5,1,4,4,4,4,4,5,4,4,4,4,"everyday",4,1,5,2,4,4,2,2,2,7,6,4,3,6,"not_often","not_often","not_often","not_often","not_often","not_often","never",4,3,"regularly","ind","tens","tens","few",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,4,4,1,4,2,2,4,4,0,3,4,3,0,4,4,1,4,2,3,4,4,2,4,3,4,0,4,4,1,1,4,4,2,5,4,4,2,4,2,4,3,3,3,5,4,3,5,2,3,4,2,5,2,2,24,NA,NA,"1-2","low"
"30",30,"woman",1987,"nf_rel","yes","Ursynów",8,"no","yes","MA+","soc/beh","partial","yes","full","marketing/PR","high","high","high",5,4,"1car+","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",2,6,2,2,6,2,6,6,5,3,6,5,1,2,4,3,6,2,"not_often",6,6,5,7,6,6,6,6,6,5,"few","not_often",3,6,4,3,5,4,2,6,3,3,"few","not_often",6,6,2,2,2,2,2,5,3,6,4,2,4,1,4,2,4,"everyday",6,6,3,2,7,5,2,6,5,5,6,2,6,6,"often","often","not_often","sometimes","sometimes","not_often","not_often",2,1,"sometimes","ind","hundreds","hundreds+","few",1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,4,3,4,3,4,4,3,3,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,1,5,4,4,4,4,5,3,2,3,3,4,4,1,1,4,4,5,2,2,4,3,4,2,2,27,"pro","high:mng/pro/self","5-6","mid/high"
"31",31,"woman",1983,"single","yes","Wola",14,"no","no","MA+","soc/beh","full","yes","flexible","educ","high","high","<=med",3,3,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","no_blog/web",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"often",7,6,4,5,7,7,4,4,7,7,"many","not_often",4,7,5,7,7,4,5,4,4,7,"few","not_often",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"not_everyday",4,4,4,4,6,4,4,4,4,5,NA,6,4,6,"not_often","not_often","often","sometimes","sometimes","not_often","not_often",1,1,"rarely/never","run","tens","tens","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,4,2,4,4,4,4,3,4,0,4,4,4,4,4,4,2,4,0,4,4,4,2,4,4,4,4,4,4,1,1,4,3,5,4,4,4,2,1,1,5,4,5,2,1,4,3,5,3,1,5,5,4,1,3,31,"pro","high:mng/pro/self","3-4","mid/high"
"33",33,"man",1989,"single","yes","Targówek",25,"no","no","MA+","STEM/med","partial","yes","full","high_serv","high","high","<=med",NA,4,"no_car","apartment","other","no_tv","pc","no_tablet","everyday","no_blog/web",1,4,7,1,5,4,1,7,4,1,1,3,4,1,4,4,1,7,"not_often",5,4,5,5,6,3,4,6,6,6,"few","often",4,4,2,2,5,2,3,7,5,5,"many","often",4,4,4,7,4,6,4,2,5,4,2,6,2,2,2,3,4,"everyday",4,6,5,4,2,5,3,3,7,3,4,5,4,7,"often","not_often","often","sometimes","not_often","sometimes","not_often",5,5,"regularly","ind","thousands","hundreds+","many",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,4,4,3,4,2,4,4,2,4,0,2,4,4,4,3,4,0,1,4,4,2,4,4,4,4,4,4,1,1,5,4,5,5,5,5,2,2,1,3,4,4,3,5,3,5,3,1,1,4,1,4,1,2,25,"pro","high:mng/pro/self",NA,NA
"34",34,"woman",1990,"single","yes","Targówek",24,"no","yes","BA","law/biz/menag","partial","yes","full","culture/NGO","high","<=med","<=med",3,5,"1car+","other","family","tv","pc","tablet","everyday","blog/web",1,1,1,7,6,1,5,1,1,1,6,6,1.93854748603352,6,2.97368421052632,3,1,1,"not_often",1,4,3,1,3,3,2,5,4,5,"many","often",4,2,1,1,6,1,3,6,5,1,"few","often",6,6,6,3,4,6,1,5,4,7,3,3,1,3,3,3,7,"everyday",4,4,4,4,7,7,4,4,7,4,4,4,4,7,"often","not_often","not_often","sometimes","not_often","often","often",2,1,"regularly","run","hundreds","tens","many",1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,4,2,4,3,4,0,2,4,4,1,4,4,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,1,2,3,2,3,4,3,3,5,5,3,2,1,2,1,2,3,1,4,5,5,4,1,4,5,5,24,"pro","high:mng/pro/self","3-4","mid/high"
"35",35,"man",1990,"nf_rel","yes","Mokotów",23,"no","no","<=highschool+tech","STEM/med","full","no","no_job",NA,"high","high","<=med",2,NA,"1car+","apartment","family","no_tv","pc","no_tablet","everyday","no_blog/web",0,4,3,5,5,4,2,7,6,4,4,4,4,4,4,5,2,3,NA,5,6,6,NA,6,3,5,5,5,5,"many",NA,5,6,5,5,5,5,5,3,4,5,"many","often",3,5,4,4,3,3,3,5,3,3,3,3,4,3,3,4,4,"everyday",3,6,6,3,6,4,3,5,2,4,4,6,6,6,"often","often","often","often","sometimes","often","often",2,2,"sometimes","ind","tens","few/zero","few",1,0,1,0,1,0,0,0,1,0,0,NA,1,0,3,2,4,1,4,3,3,4,2,4,4,1,3,4,4,4,3,4,3,4,4,4,4,4,2,4,4,4,4,4,4,2,3,4,4,3,4,4,3,2,4,4,4,2,4,2,3,4,2,3,3,3,4,2,3,2,2,24,NA,NA,"2-3","mid/high"
"36",36,"woman",1989,"nf_rel","yes","Białołęka",10,"no","no","<=highschool+tech","human/lang","full","yes","flexible","educ","high","high","high",0,5,"no_car","other","family","tv","pc","no_tablet","everyday","no_blog/web",10,3,4,7,3,6,6,7,4,4,4,3,1,4,1,4,3,4,"not_often",3,6,4,6,7,3,4,5,4,6,NA,"often",3,6,6,6,3,1,2,4,3,3,"many","not_often",4,4,4,6,5,5,2,4,3,4,1,1,6,2,3,6,4,"everyday",5,5,4,3,5,2,2,3,5,4,5,6,6,6,"often","often","often","sometimes","not_often","not_often","often",3,1,"sometimes","ind","thousands","hundreds+","many",1,0,0,0,0,1,0,0,1,0,0,0,0,1,4,1,4,4,4,2,4,1,2,4,4,2,0,1,4,4,4,4,3,4,4,3,4,4,2,2,4,4,4,4,5,1,1,5,5,5,5,5,5,2,1,4,4,5,5,3,5,5,5,3,1,2,5,2,5,1,1,25,"pro","high:mng/pro/self","0-1","low"
"37",37,"man",1990,"nf_rel","yes","Śródmieście",11,"no","no","<=highschool+tech","soc/beh","full","no","no_job",NA,"high","high","high",0,4,"no_car","apartment","own","tv","pc","tablet","everyday","no_blog/web",0,5,6,6,6,6,4,6,6,4,4,4,4,4,4,4,4,4,"not_often",3,6,6,5,6,4,4,6,6,6,"few","not_often",4,4,4,4,5,4,3,4,4,5,"few","often",5,5,5,5,4,5,4,3,5,4,5,5,3,4,4,3,4,"everyday",4,4,4,4,5,4,4,4,5,4,5,5,5,5,"often","not_often","often","sometimes","not_often","sometimes","not_often",NA,3,"sometimes","ind","hundreds","tens","many",0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,3,2,2,3,3,1,3,3,3,3,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,24,NA,NA,"0-1","low"
"38",38,"man",1985,"nf_rel","yes","Bielany",10,"no","no","MA+","human/lang","partial","yes","full","office/service","high","<=med","<=med",2,3,"no_car","apartment","rent","tv","pc","tablet","everyday","no_blog/web",1,6,1,6,7,4,1,7,6,6,7,6,1,6,2.97368421052632,6,6,3.10285714285714,"often",6,4,7,4,2,6,6,7,6,2,"many","not_often",6,2,1,6,6,1,5,7,7,6,"many","often",6,4,6,4,6,7,1,6,6,4,4,4,6,4,4,6,4,"everyday",1,1,1,1,7,1,1,1,1,1,6,6,6,6,"often","often","often","often","not_often","often","not_often",2,2,"regularly","ind","hundreds","tens","none",0,0,1,0,1,1,0,0,0,0,0,0,1,0,4,3,1,4,3,3,3,3,2,4,4,0,3,2,3,NA,1,4,4,4,3,3,3,4,4,4,4,4,4,0,4,1,1,5,5,5,2,5,5,2,2,1,2,2,5,1,1,5,1,5,2,2,5,4,5,1,5,29,"pro","high:mng/pro/self","2-3","mid/high"
"39",39,"woman",1990,"single","yes","Białołęka",1,"no","no","<=highschool+tech","human/lang","full","no","no_job",NA,"high","high","high",NA,NA,"no_car","apartment","rent","tv","pc","no_tablet","everyday","blog/web",0,5,2,2,5,2,4,7,5,3,6,3,1,2,2.97368421052632,5,4,2,"not_often",5,5,5,5,5,5,5,5,5,5,"few","not_often",5,5,5,5,5,5,5,5,5,5,"few","often",5,5,3,5,4,4,2,5,4,6,4,4,4,3,4,4,4,"everyday",5,4,7,7,7,4,7,5,NA,7,5,5,7,7,"often","not_often","not_often","often","sometimes","often","never",1,1,"regularly","ind","hundreds","hundreds+","many",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,2,3,3,2,4,4,3,2,4,2,3,3,3,4,4,4,3,4,4,3,2,4,3,3,0,4,4,1,1,3,4,4,4,4,4,2,4,5,3,3,5,1,1,5,3,5,2,3,5,1,5,1,3,24,NA,NA,NA,NA
"40",40,"woman",1989,"single","yes","Wola",25,"no","no","BA","soc/beh","full","yes","full","analyst","high","high","don't_know",2,4,"no_car","apartment","family","tv","pc","no_tablet","everyday","no_blog/web",0,5,6,3,7,1,4,7,4,4,5,3,1,5,2.97368421052632,3,2,5,"not_often",3,4,5,3,4,1,3,5,2,4,"few","not_often",3,3,4,6,5,1,3,5,7,5,"few","not_often",5,3,4,7,4,3,1,5,4,5,3,4,4,4,4,7,4,"everyday",3,1,5,1,5,2,1,5,5,5,6,3,5,6,"not_often","often","not_often","sometimes","not_often","sometimes","not_often",3,4,"regularly","ind","thousands","tens","few",1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,4,4,4,3,1,3,4,4,1,2,0,4,4,4,4,0,4,2,3,4,4,1,4,4,4,4,4,4,1,4,3,2,2,4,3,5,2,5,3,1,1,3,1,1,5,1,1,1,2,2,1,4,1,5,25,"pro","high:mng/pro/self","2-3","mid/high"
"41",41,"woman",1990,"nf_rel","yes","Śródmieście",19,"no","no","MA+","law/biz/menag","partial","yes","full","finance","high","high","<=med",4,4,"1car+","apartment","own","no_tv","pc","no_tablet","everyday","no_blog/web",1,3,4,5,5,2,2,6,5,3,3,3,3,3,5,5,2,2,"often",5,2,3,5,5,3,2,5,5,6,"few","not_often",5,4,2,5,5,2,2,3,5,4,"few","often",4,4,4,4,2,4,3,1,2,2,2,3,2,2,1,1,3,"not_everyday",3,2,6,4,5,5,6,3,6,4,3,5,4,6,"not_often","often","not_often","sometimes","sometimes","often","never",2,2,"rarely/never",NA,"hundreds","hundreds+","few",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,4,4,4,2,4,4,4,0,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,1,2,5,2,4,5,3,4,2,2,4,5,3,4,1,4,3,3,1,3,2,4,1,3,2,3,24,"pro","high:mng/pro/self","4-5","mid/high"
"NA.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",43,"woman",1989,"nf_rel","yes","Wola",25,"no","no","MA+","STEM/med","full","yes","part","tech","<=med","<=med","<=med",2,3,"no_car","apartment","family","tv","pc","tablet","everyday","no_blog/web",4,5,1,5,6,4,1,7,5,6,5,5,1,5,1,1,5,1,"often",2,5,3,2,1,1,5,6,1,3,"many","not_often",3,1,3,1,4,2,1,7,7,5,"few","often",6,7,2,4,6,6,4,5,4,5,4,4,4,4,5,4,4,"everyday",4,1,4,5,3,5,1,4,4,5,6,2,4,1,"not_often","not_often","not_often","not_often","not_often","not_often","not_often",3,3,"rarely/never","ind","hundreds","hundreds+","few",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,1,2,4,0,1,4,4,1,2,1,0,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,4,1,2,3,2,3,4,NA,4,2,4,2,4,1,4,1,4,4,1,3,3,2,4,1,4,1,4,25,"tech/assoc_pro","low:phys/sale/serv/assoc_pro","2-3","mid/high"
"44",44,"woman",1989,"nf_rel","yes","Ochota",4,"no","no","BA","law/biz/menag","full","yes","full","finance","high","<=med","don't_know",3,3,"1car+","other","other","no_tv","pc","no_tablet","everyday","no_blog/web",1,4,1,4,4,4,2,6,5,4,4,4,2,3,2.97368421052632,3,3,2,"not_often",4,5,6,4,4,5,5,5,6,4,"few","often",5,4,6,6,6,4,6,7,5,4,"many","not_often",4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,"not_everyday",5,3,6,1,4,6,1,3,4,4,4,2,4,6,"not_often","not_often","not_often","not_often","not_often","sometimes","never",1,1,"rarely/never","ind","hundreds","few/zero","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,3,4,0,0,2,3,0,2,0,3,3,4,4,0,3,2,4,4,4,0,3,2,4,4,4,3,3,4,2,2,3,2,3,3,4,4,2,2,2,3,2,2,2,2,3,3,2,2,2,3,2,4,25,"pro","high:mng/pro/self","3-4","mid/high"
"45",45,NA,1993,"single","yes","Śródmieście",3,"no","no","<=highschool+tech","human/lang","partial","yes","flexible","serv/sales","<=med","high","don't_know",1,3,"no_car","apartment","rent","no_tv","pc","tablet","everyday","no_blog/web",0,NA,NA,NA,NA,NA,NA,NA,NA,4.30412371134021,4.5699481865285,3.92268041237113,1.93854748603352,4.40322580645161,2.97368421052632,4.13609467455621,3.84357541899441,3.10285714285714,"often",6,5,6,4,4,5,4,5,6,4,"many","often",5,2,3,5,5,3,6,6,4,4,"many","not_often",4,4,4,4,6,6,3,7,7,7,7,7,5,7,7,7,7,"everyday",7,1,4,4,5,5,1,6,4,7,4,5,6,5,"often","often","often","sometimes","sometimes","sometimes","not_often",3,3,"sometimes","ind","hundreds","few/zero","few",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,2,3,4,2,4,2,4,1,4,2,3,0,2,4,0,4,2,4,4,4,4,4,4,4,4,4,5,1,1,3,1,4,3,3,4,3,4,4,2,3,5,3,2,5,2,5,3,2,4,4,4,4,5,21,"serv/sales","low:phys/sale/serv/assoc_pro","1-2","low"
"46",46,"man",1989,"single","yes","Mokotów",25,"no","no","<=highschool+tech","soc/beh","full","yes","flexible","physical","high","high","high",1,3,"1car+","apartment","own","no_tv","pc","no_tablet","everyday","blog/web",0,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,1,6,2.97368421052632,5,3,4,"often",5,6,6,2,3,2,2,6,3,3,"many","not_often",5,1,2,2,5,2,4,5,5,2,"many","not_often",5,3,3,4,5,6,1,6,2,2,2,2,6,2,2,6,2,"everyday",4,5,7,6,3,7,3,6,6,5,5,5,7,7,"not_often","not_often","not_often","sometimes","sometimes","often","often",5,5,"regularly","rival","hundreds","hundreds+","few",1,0,0,1,1,0,0,0,0,0,0,0,0,1,4,3,3,4,4,4,4,3,3,4,4,0,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,2,5,5,5,5,5,5,2,4,5,4,2,4,2,5,5,4,5,1,2,5,1,5,4,2,25,"factory/machine_op","low:phys/sale/serv/assoc_pro","1-2","low"
"47",47,"woman",1989,"nf_rel","yes","Praga Południe",6,"no","no","<=highschool+tech","soc/beh","full","no","no_job",NA,"high","high","<=med",0,3,"no_car","apartment","own","no_tv","pc","no_tablet","everyday","no_blog/web",0,6,4,6,6,6,2,7,7,5,6,4,1,6,1,6,4,4,"not_often",6,6,6,6,4,6,4,6,6,6,"few","not_often",6,3,4,5,5,4,4,7,6,4,"few","not_often",6,6,6,5,5,6,6,5,4,6,1,1,6,1,5,4,4,"everyday",5,5,6,4,3,6,1,5,4,6,6,7,6,7,"often","not_often","not_often","sometimes","sometimes","sometimes","not_often",3,3,"sometimes","ind","hundreds","tens","many",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,4,4,2,4,4,1,3,3,0,3,3,3,0,1,3,4,2,3,4,4,3,1,3,3,4,0,4,3,2,2,3,1,4,3,3,4,4,4,2,3,2,4,2,1,4,2,4,4,3,4,4,4,4,4,25,NA,NA,"0-1","low"
"48",48,"man",1988,"single","yes","Mokotów",26,"no","no","MA+","soc/beh","partial","yes","full","marketing/PR","high","high","high",4,4,"no_car","apartment","rent","no_tv","pc","tablet","everyday","no_blog/web",0,NA,NA,NA,NA,NA,NA,NA,NA,5,6,4,1,6,2,4,4,4,"not_often",4,6,5,3,7,5,7,5,5,4,"few","not_often",5,6,2,5,5,4,5,3,5,2,"many","often",6,5,3,4,5,5,1,5,4,4,1,2,6,2,4,5,5,"everyday",6,3,5,4,7,2,2,6,4,5,6,4,6,5,"often","often","often","often","sometimes","often","often",1,1,"regularly","run","hundreds","hundreds+","many",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,4,2,3,4,3,4,2,2,3,3,4,3,4,2,4,3,2,3,4,3,4,4,4,4,4,4,3,3,4,4,4,5,4,4,3,4,4,4,2,4,1,4,5,2,4,3,3,4,1,5,1,5,26,"pro","high:mng/pro/self","4-5","mid/high"
"49",49,"man",1991,"single","yes","Śródmieście",5,"no","no","<=highschool+tech","soc/beh","full","yes","flexible","analyst","<=med","high","high",1,3,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","no_blog/web",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not_often",7,7,6,5,6,4,3,5,7,6,"few","not_often",7,6,6,6,5,5,6,4,7,6,"few","often",7,7,6,4,6,6,5,6,5,6,4,4,4,4,4,6,4,"everyday",5,4,7,7,7,5,6,6,4,6,6,5,6,7,"often","often","often","often","often","often","not_often",3,2,"regularly","ind","hundreds","hundreds+","many",1,0,0,0,1,1,0,0,0,0,0,0,1,0,4,3,3,4,3,4,4,3,4,3,4,3,2,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,1,3,3,4,4,4,1,5,5,2,1,5,1,3,4,1,4,3,3,5,1,4,2,5,23,"pro","high:mng/pro/self","1-2","low"
"50",50,"woman",1990,"single","yes","Mokotów",20,"no","no","BA","soc/beh","full","yes","full","analyst","high","high","<=med",2,4,"no_car","apartment","family","no_tv","pc","no_tablet","everyday","no_blog/web",1,5,1,4,5,4,5,7,5,5,7,5,1,4,4,4,4,2,"often",7,7,6,5,7,5,5,6,6,5,"many","not_often",5,7,6,7,7,5,5,7,6,5,"few","not_often",6,4,6,5,4,4,3,5,4,6,4,4,4,3,4,4,4,"not_everyday",7,2,4,3,6,1,1,3,3,4,6,5,6,6,"often","not_often","often","sometimes","sometimes","sometimes","not_often",2,3,"sometimes","ind","hundreds","tens","few",1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,4,4,4,4,3,4,0,4,4,4,3,4,4,4,4,3,4,2,4,3,3,4,4,3,4,4,4,4,4,3,1,3,4,3,3,4,4,4,5,5,4,2,1,5,2,1,5,1,3,4,2,5,1,5,3,5,24,"tech/assoc_pro","low:phys/sale/serv/assoc_pro","2-3","mid/high"
"51",51,"woman",1989,"single","yes","Bielany",1,"no","no","MA+","soc/beh","partial","yes","full","manager","<=med","high","<=med",2,3,"no_car","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",1,3,1,5,2,7,7,5,7,1,7,4,1,7,1,1,7,1,"not_often",1,1,7,1,4,1,3,4,2,1,"few","not_often",7,4,1,1,1,7,1,1,7,7,"few","not_often",6,1,4,2,5,1,7,6,1,5,1,1,6,1,1,1,7,"everyday",1,7,4,1,4,4,4,1,1,1,5,7,7,7,"often","often","not_often","sometimes","sometimes","not_often","not_often",1,1,"regularly","rival","hundreds","few/zero","few",1,0,0,1,1,1,1,0,1,0,0,0,0,0,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,5,1,1,5,5,5,5,5,5,1,4,3,5,1,5,5,5,5,1,1,3,3,5,1,5,1,5,25,"pro","high:mng/pro/self","2-3","mid/high"
"52",52,"woman",1990,"single","yes","Śródmieście",4,"no","no","MA+","human/lang","partial","yes","full","manager","high","high","<=med",2,3,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","no_blog/web",0,NA,NA,NA,NA,NA,NA,NA,5,5,7,6,1.93854748603352,5,2.97368421052632,5,5,2,"not_often",3,5,7,6,2,5,7,6,6,4,"few","not_often",5,2,4,7,6,1,6,NA,6,6,"few","often",5,5,4,7,2,6,2,7,4,6,1,4,7,3,5,6,4,"everyday",5,4,2,2,5,2,1,2,1,2,7,2,5,7,"often","often","often","often","sometimes","sometimes","not_often",2,1,"rarely/never","ind","tens","few/zero","none",0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,4,3,4,4,0,0,4,4,2,1,1,4,4,4,4,3,4,2,4,4,4,1,4,4,4,4,4,3,3,3,2,3,4,4,NA,2,4,4,4,3,2,4,1,1,5,1,5,4,4,4,2,4,3,5,24,"pro","high:mng/pro/self","2-3","mid/high"
"53",53,"woman",1990,"single","yes","Bielany",5,"no","no","<=highschool+tech","soc/beh","full","yes","full","marketing/PR","<=med","high","<=med",2,4,"no_car","apartment","family","tv","pc","no_tablet","everyday","no_blog/web",3,6,3,6,7,6,4,7,7,4,6,5,1,6,2.97368421052632,7,7,4,"not_often",NA,3,5,7,4,5,7,4,7,5,"few","not_often",7,2,2,6,5,6,6,5,7,4,"few","often",4,7,7,6,5,5,4,6,4,4,1,2,6,4,4,6,4,"everyday",7,1,3,4,7,1,5,3,3,6,6,4,6,6,"often","not_often","often","sometimes","often","often","often",3,3,"sometimes","ind","tens","tens","few",1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,4,2,1,4,1,1,2,4,0,1,2,3,4,3,4,4,4,3,4,3,4,3,4,4,4,4,4,4,1,2,4,4,4,5,5,5,4,4,3,4,2,5,2,3,5,2,5,3,2,5,3,5,3,4,24,"pro","high:mng/pro/self","2-3","mid/high"
