"id","marital","timeWwa","dog","edu","eduprog","edutime","worktime","fatheredu","motheredu","grandedu","income","lifestd","cars","hometype","homestatus","tv","tablet","internetuse","tvtime","tv.a1","tv.a2","tv.a3","tv.a4","tv.a5","tv.a6","tv.a7","tv.a8","tv.b1","tv.b2","tv.b3","tv.b4","tv.b5","tv.b6","tv.b7","tv.b8","tv.b9","moviefreq","movie.a1","movie.a2","movie.a3","movie.a4","movie.a5","movie.a6","movie.a7","movie.a8","movie.a9","movie.a10","movie30","bookfreq","book.a1","book.a2","book.a3","book.a4","book.a5","book.a6","book.a7","book.a8","book.a9","book.a10","book12","pressfreq","press.a1","press.a2","press.a3","press.a4","press.a5","press.a6","press.a7","press.b1","press.b2","press.b3","press.b4","press.b5","press.b6","press.b7","press.b8","press.b9","press.b10","musicfreq","music.a1","music.a2","music.a3","music.a4","music.a5","music.a6","music.a7","music.a8","music.a9","music.a10","music.a11","music.a12","music.a13","music.a14","theater","opera","cinema","art","livemusic","club","sportshow","sportint","football","trainfreq","trainfav","bookquant","cdquant","artquant","socact1","socact2","socact3","socact4","socact5","socact6","socact7","socact8","socact9","socact10","socact11","socact12","socact13","socact14","scknow1","scknow2","scknow3","scknow4","scknow5","scknow6","scknow7","scknow8","scknow9","scknow10","scknow11","scknow12","scknow13","scknow14","scknow15","schelp1","schelp2","schelp3","schelp4","schelp5","schelp6","schelp7","schelp8","schelp9","schelp10","schelp11","schelp12","schelp13","schelp14","schelp15","attgen1","attgen2","attgen3","attgen4","attgen5","attgen6","attgen7","attgen8","attgen9","attmult1","attmult2","attmult3","attmult4","attmult5","attmult6","attmult7","attmult8","attmult9","attmult10","attmult11","attmult12","attmult13","attmult14","attmult15","attmult16","attmult17","attmult18","age","ISCObroad","incomeclass"
108,"single",27,"no","<=highschool+tech","no_uni_edu","fl_edu","no_job","<=med","<=med","don't_know",0,1,"no_car","apartment","other","no_tv","no_tablet","no_blog/web",0,4,1,1,6,1,3,6,6,4,4,4,4,4,4,4,4,4,"rarely",1,4,1,2,7,1,2,4,5,5,0,"rarely",4,7,6,1,4,4,1,6,4,4,3,"rarely",4,2,2,2,2,2,1,4,4,4,2.81034482758621,3.14792899408284,4,4,4,4.27272727272727,4,"everyday",4,7,1,1,5,3,1,4,5,1,3,4,5,7,"rarely","never","rarely","rarely","rarely","never","never",1,1,"never","no_sport","tens","tens","zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,4,3,4,0,0,0,0,0,4,0,2,0,0,0,4,1,1,5,4,2,3,3,1,5,5,3,4,4,1,4,1,5,4,1,1,5,5,3,1,3,2,5,27,"no_job","low"
109,"single",25,"no","MA+","soc/beh","fl_edu","flexible","high","high","<=med",2,4,"no_car","apartment","rent","no_tv","tablet","no_blog/web",3,2,3,7,7,6,1,5,3,6,6,5,4,6,NA,4,NA,4,"sometimes",3,5,6,5,5,3,3,6,7,6,2,"often",6,5,5,4,6,2,2,6,5,7,20,"often",5,5,4,5,6,7,5,4,5,4,1,4,6,3,3,5,4,"everyday",6,3,5,5,7,6,4,3,6,6,5,5,3,7,"regularly","rarely","sometimes","sometimes","sometimes","rarely","rarely",2,2,"sometimes","ind","tens","tens","zero",1,0,1,1,1,1,0,0,1,0,0,0,0,0,4,3,3,4,4,3,2,3,1,4,4,2,4,4,4,4,2,3,2,2,2,3,2,4,4,3,3,3,4,3,4,1,2,5,5,4,4,4,5,3,4,4,4,4,5,2,5,4,3,3,4,3,2,4,4,2,4,25,"high:mng/pro/self","mid/high"
110,"nf_rel",8,"no","MA+","human/lang","no_fl_edu","flexible","high","high","high",3,4,"1car+","apartment","family","tv","no_tablet","no_blog/web",3,1,4,6,7,5,1,7,7,5,4,3,1,5,NA,5,2,2,"sometimes",4,7,6,7,7,1,3,5,6,6,5,"often",5,7,6,6,6,4,3,5,7,6,30,"sometimes",6,7,3,4,5,5,1,4,5,5,2.81034482758621,3.14792899408284,6,3.04210526315789,4,4,4,"everyday",4,5,6,1,5,1,4,6,1,4,4,6,7,7,"rarely","rarely","sometimes","sometimes","sometimes","never","regularly",3,3,"regularly","rival","hundreds","hundreds","tens+",1,0,0,1,1,1,0,0,0,0,0,0,0,0,4,1,4,4,4,4,4,2,2,4,4,3,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,1,3,4,4,4,4,4,5,2,4,4,4,2,5,1,2,5,2,5,3,3,4,1,5,2,4,27,"high:mng/pro/self","mid/high"
111,"married",28,"no","MA+","STEM/med","fl_edu","full","high","<=med","high",2,3,"no_car","apartment","family","tv","no_tablet","no_blog/web",3,6,7,6,7,1,1,7,6,2,2,2,1,4,NA,5,2,7,"often",6,7,6,7,7,3,4,7,7,6,10,"rarely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"often",5,5,4,4,4,6,4,6,4,6,4,4,6,6,6,4,4,"not_everyday",3,3,7,4,7,5,2,4,3,5,5,5,5,7,"rarely","never","sometimes","sometimes","sometimes","sometimes","never",4,2,"regularly","ind","tens","hundreds","tens+",1,0,1,1,1,0,1,0,0,0,0,0,1,0,4,3,4,0,4,4,4,0,4,3,4,3,2,2,4,3,4,4,3,4,2,4,4,4,2,4,4,4,2,4,5,1,2,5,3,5,3,3,3,5,1,1,2,4,4,3,5,5,2,3,1,3,3,3,2,1,2,28,"high:mng/pro/self","mid/high"
112,"single",7,"no","BA","soc/beh","no_fl_edu","full","<=med","<=med","<=med",4,3,"no_car","apartment","rent","no_tv","no_tablet","no_blog/web",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,2,3,NA,NA,5,NA,"rarely",3,4,6,4,4,5,5,4,6,4,3,"sometimes",5,5,6,4,6,6,4,5,5,6,15,"often",5,5,5,5,4,6,1,5,4,6,2.81034482758621,3.14792899408284,7,3.04210526315789,5,5,4,"everyday",7,4,5,4,5,5,4,4,5,7,6,4,4,7,"regularly","never","regularly","sometimes","sometimes","regularly","rarely",2,1,"sometimes","run","tens","few","few",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,4,4,4,3,3,4,4,4,4,1,2,2,4,3,3,4,3,4,4,3,4,4,3,4,4,4,4,4,3,1,3,2,2,3,5,5,4,2,5,2,3,NA,5,1,3,5,1,3,4,4,5,1,5,1,5,27,"high:mng/pro/self","mid/high"
113,"nf_rel",28,"yes","BA","leisure","no_fl_edu","full","<=med","<=med","<=med",2,2,"1car+","apartment","rent","tv","no_tablet","no_blog/web",10,4,5,5,1,5,2,6,5,5,5,5,1,5,1,4,4,5,"often",4,7,2,3,7,4,6,1,6,5,15,"often",2,7,5,3,5,4,4,6,5,5,15,"rarely",6,6,4,4,6,5,4,5,2,7,2,3.14792899408284,4,2,2,3,3,"everyday",4,5,5,5,5,5,5,5,5,5,5,4,5,7,"rarely","rarely","sometimes","regularly","sometimes","rarely","rarely",5,4,"regularly","rival","tens","tens","few",0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,3,2,3,3,4,4,1,3,3,4,1,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,5,1,1,5,5,5,5,4,4,4,2,4,5,3,5,2,2,5,2,4,4,1,5,3,5,3,4,28,"high:mng/pro/self","mid/high"
114,"single",31,"no","MA+","human/lang","no_fl_edu","flexible","high","high","high",NA,4,"1car+","apartment","family","no_tv","no_tablet","no_blog/web",NA,6,4,6,6,6,3,6,4,4,6,5,2,6,1,6,3,3,"sometimes",2,5,5,7,6,4,6,6,5,7,6,"often",5,7,4,5,4,4,3,6,5,4,15,"often",5,6,4,6,7,6,1,5,4,5,1,4,7,2,5,7,6,"everyday",4,6,5,3,3,4,4,6,1,6,4,6,6,6,"rarely","rarely","sometimes","sometimes","rarely","rarely","rarely",2,2,"regularly","ind","hundreds","tens","tens+",1,0,0,1,1,0,0,0,0,0,0,0,1,0,4,1,2,4,4,4,4,2,1,3,4,2,3,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,5,1,1,5,5,5,5,4,5,3,2,4,4,4,5,4,5,4,2,1,1,1,5,2,5,1,4,31,"high:mng/pro/self",NA
115,"married",5,"no","<=highschool+tech","STEM/med","no_fl_edu","full","high","high","high",3,3,"no_car","apartment","rent","tv","no_tablet","no_blog/web",0,1,6,6,3,1,1,4,4,4,4,4,1,4,NA,4,1,4,"rarely",5,4,4,5,4,3,3,4,3,5,0,"often",6,6,5,4,5,3,2,5,4,6,21,"rarely",4,6,2,4,4,4,1,4,2,5,1,3.14792899408284,4,2,4,4,4.34517766497462,"not_everyday",3,7,3,1,4,4,3,4,2,5,3,6,5,7,"rarely","never","sometimes","sometimes","sometimes","rarely","rarely",3,3,"regularly","rival","hundreds","tens","few",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,4,1,3,4,3,2,1,3,0,1,4,3,2,2,4,0,3,3,4,3,4,3,4,0,4,1,2,1,1,3,3,1,2,4,3,5,2,1,1,2,1,1,3,2,5,3,3,3,1,3,1,2,NA,"high:mng/pro/self","mid/high"
116,"nf_rel",8,"no","MA+","human/lang","no_fl_edu","flexible","high","high","high",1,2,"no_car","apartment","rent","tv","no_tablet","blog/web",3,1,1,3,7,5,1,6,6,3,1,1,1,1,1,4,1,1,NA,5,6,1,6,7,3,1,4,5,7,2,"often",5,7,7,6,4,5,1,4,6,5,4,"sometimes",6,7,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,"everyday",4,6,3,2,7,1,2,6,1,6,3,6,7,7,"rarely","never","rarely","sometimes","rarely","never","regularly",2,2,"regularly","ind","hundreds","hundreds","tens+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,3,3,1,3,4,4,0,4,4,2,4,2,4,1,4,2,0,4,3,3,4,4,4,0,4,5,1,2,4,3,3,4,4,5,2,5,4,2,2,3,1,2,4,2,5,2,4,5,1,5,1,5,NA,"high:mng/pro/self","low"
118,"single",24,"no","<=highschool+tech","STEM/med","fl_edu","no_job","high","high","high",1,5,"1car+","other","own","tv","no_tablet","no_blog/web",2,6,6,6,6,5,6,6,5,6,7,6,1,6,NA,NA,7,6,"sometimes",3,6,6,6,3,7,6,5,6,5,4,"sometimes",5,3,6,5,5,5,3,7,3,6,10,"sometimes",6,5,6,4,4,6,3,5,5,6,2.81034482758621,3.14792899408284,5,3.04210526315789,5,5,5,"everyday",3,3,3,5,3,5,5,3,6,3,7,3,3,5,"rarely","rarely","sometimes","rarely","rarely","regularly","regularly",4,3,"regularly","ind",NA,"hundreds","tens+",0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,4,4,3,4,0,2,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4,3,1,1,4,2,4,4,4,5,3,2,2,2,4,4,2,2,4,3,2,2,2,4,2,4,2,2,24,"no_job","low"
120,"single",24,"yes","BA","soc/beh","no_fl_edu","full","high","high","high",3,4,"no_car","apartment","own","tv","no_tablet","no_blog/web",2,3,3,6,6,3,2,5,4,5,5,5,1,5,1,4,5,4,"sometimes",2,2,5,2,2,6,2,5,6,4,1,"sometimes",5,2,5,2,5,2,2,5,2,2,3,"often",4,6,5,5,4,5,2,5,4,4,2,4,4,3,5,5,4,"not_everyday",2,2,2,2,2,2,2,2,2,4,4,2,2,2,"rarely","never","sometimes","rarely","rarely","sometimes","regularly",3,2,"sometimes","ind","hundreds","tens","few",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,2,4,3,4,4,3,3,3,3,4,3,4,3,4,3,3,4,3,4,3,3,4,4,3,2,2,2,2,3,4,2,4,3,4,2,2,2,2,3,2,2,4,3,1,3,2,4,4,3,3,2,24,"high:mng/pro/self","mid/high"
121,"single",23,"yes","BA","human/lang","fl_edu","flexible","high","high","don't_know",1,4,"no_car","apartment","own","tv","no_tablet","no_blog/web",0,7,3,5,5,6,4,7,5,5,4,3,2,4,NA,5,5,2,"rarely",6,6,6,5,4,6,5,5,6,5,2,"rarely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"rarely",5,5,6,5,5,5,4,5,6,6,4,4,6,4,4,6,4,"everyday",6,2,5,6,6,6,5,5,6,6,6,5,6,5,"regularly","rarely","sometimes","sometimes","regularly","regularly","rarely",4,2,"regularly","ind","tens","hundreds","few",1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,4,4,2,4,0,2,3,4,2,2,2,3,4,4,4,4,4,3,4,4,4,2,4,4,4,4,4,4,2,2,4,3,3,4,4,4,2,4,3,3,2,4,2,3,4,3,2,2,2,4,3,4,2,4,24,"low:phys/sale/serv/assoc_pro","low"
122,"single",10,"no","<=highschool+tech","STEM/med","fl_edu","no_job","high","high","don't_know",0,4,"1car+","apartment","family","tv","tablet","no_blog/web",0,4,4,4,5,3,2,6,7,1,1,1,1,1,1,1,1,1,"sometimes",7,6,5,4,7,4,5,6,6,3,5,"rarely",5,6,3,3,4,5,3,3,7,3,1,"rarely",4,4,4,4,4,4,4,4,4,6,4,4,4,5,4,4,4,"everyday",5,3,6,7,7,5,NA,5,7,6,6,NA,6,7,"rarely","never","sometimes","rarely","rarely","regularly","rarely",2,1,"regularly",NA,"tens","tens","tens+",0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,4,4,2,4,0,2,0,3,0,1,1,4,2,3,0,0,4,0,4,2,4,0,3,1,4,0,3,2,4,4,1,1,3,2,1,3,5,5,4,2,1,5,2,1,3,2,2,4,3,4,2,1,5,5,22,"no_job","low"
123,"nf_rel",17,"no","MA+","human/lang","no_fl_edu","flexible","high","high","don't_know",5,4,"no_car","apartment","rent","no_tv","no_tablet","blog/web",2,3,2,4,2,3,2,3,6,4,4,4,4,4,4,4,4,4,"often",5,6,3,4,6,2,1,5,6,5,8,"often",5,6,4,5,4,2,5,3,6,4,15,"often",6,5,4,4,3,4,2,2,2,6,2,2,3,2,2,4,4,"everyday",6,3,3,2,6,3,5,NA,5,5,2,5,6,5,"rarely","rarely","sometimes","regularly","sometimes","sometimes","rarely",2,2,"sometimes","run","hundreds","hundreds","tens+",1,1,1,1,1,1,0,0,1,1,0,0,1,0,4,2,4,2,4,3,2,1,3,3,4,4,3,4,4,4,4,4,2,3,4,4,3,4,4,3,4,4,4,4,4,1,3,4,5,3,4,3,4,4,3,3,4,3,3,2,3,4,2,4,2,3,4,2,4,3,4,26,"high:mng/pro/self","mid/high"
124,"nf_rel",30,"yes","MA+","STEM/med","no_fl_edu","full","<=med","<=med","<=med",4,2,"no_car","apartment","rent","tv","no_tablet","no_blog/web",10,7,5,4,4,4,3,7,7,2,6,6,3,2,NA,NA,6,4,"sometimes",1,4,4,6,6,6,1,6,6,6,4,"rarely",7,1,1,1,2,6,1,2,7,5,0,"rarely",6,6,1,1,1,1,1,1,1,7,2.81034482758621,3.14792899408284,1,1,4,1,6,"everyday",1,7,6,2,6,6,6,1,3,3,6,NA,6,7,"rarely","never","sometimes","rarely","rarely","rarely","never",2,3,"sometimes","run","hundreds","tens","few",1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,4,3,0,4,1,4,0,4,4,4,4,4,0,0,0,0,0,4,4,0,0,0,0,0,4,5,1,3,5,5,5,5,5,5,3,5,1,4,1,5,3,3,1,3,3,1,3,3,1,5,1,3,30,"high:mng/pro/self","mid/high"
125,"nf_rel",7,"no","MA+","human/lang","no_fl_edu","flexible","high","high","high",2,3,"no_car","apartment","rent","no_tv","no_tablet","no_blog/web",0,5,4,6,5,4,2,6,4,5,5,5,1,6,NA,4,4,4,"sometimes",6,4,6,3,5,5,5,6,5,5,10,"often",4,3,4,7,7,2,2,3,5,6,12,"often",5,5,3,5,5,5,1,6,4,7,2.81034482758621,2,5,2,4,3,4,"everyday",5,1,5,1,5,4,1,4,2,4,5,5,3,5,"regularly","rarely","sometimes","rarely","rarely","sometimes","rarely",3,2,"regularly","ind","hundreds","tens","few",1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,4,3,4,4,4,4,1,3,4,4,1,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,2,3,3,2,3,4,4,2,1,2,3,2,1,4,1,5,3,2,4,2,3,2,4,25,"high:mng/pro/self","mid/high"
126,"single",35,"no","MA+","law/biz/menag","no_fl_edu","no_job","high","high","high",2,4,"1car+","apartment","own","no_tv","no_tablet","blog/web",0,NA,NA,4,NA,NA,NA,NA,4,5,4,5,NA,5,NA,NA,4,NA,"often",3,6,5,7,7,5,6,7,6,6,10,"often",6,6,5,5,5,6,2,5,4,4,30,"rarely",4,5,5,4,5,NA,2,5,5,5,2.81034482758621,3.14792899408284,5,3.04210526315789,5,5,6,"everyday",4,5,3,3,1,6,1,4,5,3,5,5,5,7,"regularly","never","regularly","sometimes","rarely","never","never",1,1,"regularly","run","thousands","tens","few",1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,4,2,4,3,2,3,2,4,4,1,4,4,3,4,4,4,2,2,3,4,4,4,2,4,4,4,4,4,3,1,2,4,2,4,4,4,3,3,5,1,2,3,1,1,5,1,4,3,2,3,4,5,3,2,2,35,"no_job","mid/high"
127,"nf_rel",26,"yes","<=highschool+tech","human/lang","no_fl_edu","part","high","high","high",1,3,"no_car","apartment","family","no_tv","no_tablet","no_blog/web",0,4,1,6,4,6,5,7,5,3,5,4,1,6,4,4,4,4,"sometimes",6,4,6,2,2,NA,4,5,5,3,6,"sometimes",2,1,4,4,6,4,6,6,6,6,5,"often",4,2,4,5,4,6,2,4,4,5,4,4,6,4,5,6,4,"not_everyday",4,1,6,3,5,4,2,2,4,4,5,4,2,6,"regularly","rarely","regularly","sometimes","sometimes","sometimes","rarely",2,3,"sometimes","ind","hundreds","tens","few",1,0,1,0,1,0,0,0,1,0,0,0,0,0,2,2,2,4,2,3,4,2,3,3,4,1,3,2,4,4,3,4,3,4,1,1,4,4,2,4,4,4,3,4,5,1,1,5,4,5,5,3,4,2,1,3,4,4,4,3,5,4,4,4,1,2,4,4,4,2,1,27,"low:phys/sale/serv/assoc_pro","low"
128,"married",10,"yes","<=highschool+tech","no_uni_edu","fl_edu","full","<=med","<=med","<=med",0,5,"1car+","other","own","tv","tablet","blog/web",NA,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"often",7,7,7,7,7,7,7,7,7,7,NA,"often",7,7,7,7,7,7,7,7,7,7,10,"often",7,7,7,7,7,7,7,4.3785046728972,3.65714285714286,4.80568720379147,2.81034482758621,3.14792899408284,4.06572769953052,3.04210526315789,3.84976525821596,4.27272727272727,4.34517766497462,"everyday",7,7,7,7,7,7,7,7,7,7,7,7,7,7,"regularly","regularly","regularly","regularly","regularly","regularly","regularly",5,5,"regularly","rival","thousands","hundreds","tens+",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,NA,"low"
129,"single",1,"no","BA","law/biz/menag","fl_edu","part","<=med","high","<=med",1,4,"no_car","apartment","own","tv","no_tablet","no_blog/web",1,5,5,7,5,6,1,7,6,7,6,6,5,1,3,6,3,3,"sometimes",2,5,7,4,5,2,1,5,6,5,8,"sometimes",4,5,4,5,4,5,2,5,6,3,4,"rarely",6,1,6,6,2,1,1,2,7,1,1,4,1,4,3,2,6,"everyday",7,1,5,6,7,5,4,4,7,6,5,5,5,5,"regularly","never","sometimes","sometimes","regularly","regularly","rarely",2,1,"sometimes","run","tens","tens","zero",0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,4,3,3,4,3,3,4,4,1,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,3,4,3,3,2,3,2,4,4,2,4,4,4,4,1,2,1,4,2,1,3,1,4,2,2,5,1,4,2,4,26,"low:phys/sale/serv/assoc_pro","low"
130,"nf_rel",10,"no","BA","soc/beh","fl_edu","full","<=med","<=med","high",3,4,"no_car","apartment","own","tv","tablet","no_blog/web",1,6,3,5,7,4,4,7,5,5,5,3,2,3,3,4,4,4,"often",5,6,6,4,7,5,1,6,7,5,4,"rarely",5,7,4,4,6,4,4,5,6,5,7,"rarely",6,4,5,4,4,1,2,3,3,5,1,4,2,4,3,4,5,"everyday",7,1,5,4,7,1,4,5,5,6,6,3,7,7,"regularly","rarely","regularly","rarely","sometimes","sometimes","regularly",1,1,"regularly","ind","hundreds","tens","few",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,3,4,4,2,4,4,2,4,1,3,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,2,1,2,3,3,3,2,2,2,5,5,5,4,1,5,1,1,5,1,5,3,3,5,5,5,1,5,27,"high:mng/pro/self","mid/high"
131,"nf_rel",7,"no","MA+","STEM/med","no_fl_edu","full","high","high","<=med",9,5,"1car+","apartment","own","tv","tablet","no_blog/web",10,6,2,6,7,6,2,6,4,3,5,3,1,6,1,NA,6,1,"often",5,4,6,5,5,6,4,6,6,6,20,"rarely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"often",2,5,3,6,NA,6,3,5,4,3,1,1,6,1,2,7,5,"everyday",6,1,2,6,6,4,5,2,3,5,5,2,4,3,"regularly","never","regularly","rarely","sometimes","regularly","regularly",1,1,"regularly","ind","tens","few","few",0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,3,1,4,3,2,3,3,3,4,0,3,2,NA,4,3,4,2,4,3,4,4,4,2,4,4,4,4,4,5,1,4,4,5,2,4,4,5,3,4,2,5,2,5,1,1,5,1,5,2,5,5,2,5,1,5,26,"high:mng/pro/self","mid/high"
132,"single",2,"no","BA","law/biz/menag","no_fl_edu","full","high","high","high",3,4,"no_car","apartment","rent","no_tv","no_tablet","blog/web",0,5,3,7,6,5,5,7,6,5,5,5,1,6,2,6,2,4,"often",7,4,5,2,1,3,2,7,5,5,8,"sometimes",5,1,3,4,5,4,2,7,5,6,20,"often",7,4,7,7,2,5,1,7,5,7,2,2,5,2,3,7,7,NA,7,5,6,6,7,3,2,6,6,7,2,1,7,7,"rarely","rarely","sometimes","sometimes","regularly","regularly","regularly",3,1,"sometimes","ind",NA,NA,NA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,3,4,4,NA,3,4,4,4,4,4,4,3,NA,4,4,2,3,4,2,5,3,4,4,3,3,4,2,3,4,1,4,3,1,5,5,5,4,4,3,5,4,23,"high:mng/pro/self","mid/high"
133,"nf_rel",18,"no","<=highschool+tech","soc/beh","fl_edu","flexible","high","<=med","high",7,4,"1car+","apartment","rent","tv","no_tablet","blog/web",0,1,1,1,2,1,1,6,1,2,2,2,1,2,1,1,1,1,"rarely",3,7,3,5,7,7,5,2,7,1,2,"often",4,7,7,4,6,5,6,6,5,4,6,"rarely",5,1,1,1,1,1,1,5,5,5,1,2,2,2,5,2,4,"everyday",7,5,4,1,3,5,2,5,1,3,1,7,5,7,"regularly","rarely","regularly","sometimes","sometimes","never","never",1,1,"regularly","rival","thousands","hundreds","tens+",1,0,1,0,1,1,0,0,1,0,0,0,1,1,3,3,4,3,4,3,4,2,4,3,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,4,5,4,5,5,4,5,4,4,4,4,1,5,1,3,5,2,5,3,4,5,2,5,1,5,27,"high:mng/pro/self","mid/high"
134,"nf_rel",24,"no","BA","law/biz/menag","fl_edu","full","high","high","don't_know",3,3,"no_car","apartment","own","tv","no_tablet","no_blog/web",2,2,7,6,4,5,2,7,6,4,5,3,2,6,NA,4,5,5,"sometimes",7,5,5,5,5,1,2,3,5,4,6,"often",6,5,4,6,6,4,4,3,5,6,20,"often",4,6,6,5,5,5,1,5,3,5,4,4,5,4,3,3,5,"everyday",5,3,6,1,7,2,3,5,4,1,4,5,5,7,"regularly","rarely","sometimes","sometimes","sometimes","regularly","regularly",5,5,"regularly","ind","hundreds","tens","tens+",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,2,0,3,4,4,1,0,1,4,4,3,4,1,4,1,3,4,4,1,4,4,4,3,4,4,1,2,5,3,4,5,5,4,3,4,5,4,2,5,1,4,4,2,2,3,2,4,3,5,2,4,24,"high:mng/pro/self","mid/high"
135,"nf_rel",5,"no","<=highschool+tech","law/biz/menag","fl_edu","no_job","high","high","high",NA,4,"1car+","apartment","rent","tv","tablet","no_blog/web",0,3,1,5,7,2,2,7,5,3,5,4,2,5,NA,5,2,2,"sometimes",7,5,6,5,6,4,6,6,3,5,7,"often",4,5,5,5,6,3,5,5,5,3,20,"rarely",4,6,6,6,2,3,2,5,3,5,3,3,4,3,6,5,6,"everyday",6,3,5,5,6,3,3,3,3,5,5,5,5,6,"regularly","never","regularly","rarely","rarely","regularly","rarely",1,1,"sometimes","run","tens","few","few",1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,3,3,3,3,2,2,0,2,4,0,2,0,4,1,3,3,4,4,0,4,1,4,2,4,3,4,0,3,4,1,2,3,4,3,3,3,3,4,4,3,2,2,4,1,1,4,1,4,4,3,4,1,5,1,4,24,"no_job",NA
136,"single",25,"no","<=highschool+tech","STEM/med","fl_edu","full","high","high","<=med",2,3,"1car+","apartment","rent","no_tv","no_tablet","no_blog/web",0,1,1,6,1,5,1,5,7,2,2,2,1,4,2,5,1,1,"sometimes",3,6,4,3,7,4,3,5,5,6,4,"often",4,7,6,5,6,5,3,5,6,6,6,"sometimes",6,5,3,3,3,4,1,6,5,6,5,4,4,4,5,6,5,"everyday",5,2,3,5,7,3,5,4,2,6,2,3,7,4,"regularly","rarely","sometimes","sometimes","regularly","regularly","rarely",2,1,"regularly","run","hundreds","hundreds","few",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,4,0,2,4,1,3,3,3,4,4,2,1,3,3,4,0,4,4,0,4,4,2,4,3,3,4,4,3,1,3,3,4,5,4,5,4,2,4,1,2,2,4,1,1,4,1,1,4,4,4,2,3,2,4,25,"low:phys/sale/serv/assoc_pro","mid/high"
137,"single",3,"yes","<=highschool+tech","soc/beh","fl_edu","flexible","<=med","high","<=med",1,4,"1car+","apartment","rent","no_tv","no_tablet","blog/web",5,1,1,1,7,1,1,7,6,1,1,1,1,1,1,1,1,1,"sometimes",7,5,6,5,4,1,1,4,1,1,5,"often",7,5,4,7,7,1,4,3,1,1,25,"often",6,7,4,4,1,1,1,1,1,7,1,1,1,1,1,1,4.34517766497462,"everyday",7,1,4,4,7,1,4,7,3,6,4,3,6,6,"regularly","regularly","regularly","sometimes","sometimes","sometimes","never",1,1,"regularly","run","hundreds","hundreds","tens+",0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,4,4,4,4,4,3,3,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,1,4,5,5,3,3,4,5,5,4,1,1,4,1,1,2,4,5,3,1,4,1,5,3,5,22,"high:mng/pro/self","low"
