"id","marital","timeWwa","dog","edu","eduprog","edutime","worktime","fatheredu","motheredu","grandedu","income","lifestd","cars","hometype","homestatus","tv","tablet","internetuse","tvtime","tv.a1","tv.a2","tv.a3","tv.a4","tv.a5","tv.a6","tv.a7","tv.a8","tv.b1","tv.b2","tv.b3","tv.b4","tv.b5","tv.b6","tv.b7","tv.b8","tv.b9","moviefreq","movie.a1","movie.a2","movie.a3","movie.a4","movie.a5","movie.a6","movie.a7","movie.a8","movie.a9","movie.a10","movie30","bookfreq","book.a1","book.a2","book.a3","book.a4","book.a5","book.a6","book.a7","book.a8","book.a9","book.a10","book12","pressfreq","press.a1","press.a2","press.a3","press.a4","press.a5","press.a6","press.a7","press.b1","press.b2","press.b3","press.b4","press.b5","press.b6","press.b7","press.b8","press.b9","press.b10","musicfreq","music.a1","music.a2","music.a3","music.a4","music.a5","music.a6","music.a7","music.a8","music.a9","music.a10","music.a11","music.a12","music.a13","music.a14","theater","opera","cinema","art","livemusic","club","sportshow","sportint","football","trainfreq","trainfav","bookquant","cdquant","artquant","socact1","socact2","socact3","socact4","socact5","socact6","socact7","socact8","socact9","socact10","socact11","socact12","socact13","socact14","scknow1","scknow2","scknow3","scknow4","scknow5","scknow6","scknow7","scknow8","scknow9","scknow10","scknow11","scknow12","scknow13","scknow14","scknow15","schelp1","schelp2","schelp3","schelp4","schelp5","schelp6","schelp7","schelp8","schelp9","schelp10","schelp11","schelp12","schelp13","schelp14","schelp15","attgen1","attgen2","attgen3","attgen4","attgen5","attgen6","attgen7","attgen8","attgen9","attmult1","attmult2","attmult3","attmult4","attmult5","attmult6","attmult7","attmult8","attmult9","attmult10","attmult11","attmult12","attmult13","attmult14","attmult15","attmult16","attmult17","attmult18","age","ISCObroad","incomeclass"
1,"single",5,"no","MA+","soc/beh","fl_edu","no_job","high","high","high",2,2,"no_car","apartment","rent","no_tv","no_tablet","no_blog/web",0,2,3,4,5,4,2,6,6,4,2,2,2,1,5,6,4,3,"sometimes",4,6,4,4,6,4,4,5,5,5,5,"often",5,5,3,5,5,4,1,3,6,5,10,"often",5,4,3,4,4,3,3,3,4,5,2,6,1,3,1,2,4,"not_everyday",5,4,6,5,5,1,4,4,4,6,5,5,7,5,"rarely","rarely","sometimes","sometimes","sometimes","sometimes","never",2,1,"sometimes","run","hundreds","tens","few",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,3,3,1,0,2,4,4,1,4,0,4,4,0,4,3,4,2,0,4,4,1,4,4,4,0,4,5,1,2,5,4,4,4,5,3,2,3,4,3,3,4,2,2,4,2,5,1,1,4,1,4,1,3,24,"no_job","mid/high"
2,"single",4,"no","MA+","law/biz/menag","fl_edu","full","high","high","<=med",10,3,"1car+","apartment","own","tv","no_tablet","no_blog/web",0.5,1,NA,1,5,1,1,4,4,5,4,1,1,5,1,3,1,1,"often",4,4,4,4,4,1,4,4,5,4,15,"often",4,4,3,4,4,1,4,4,5,4,50,"often",5,4,4,4,2,4,1,3,2,1,1,1,4,1,4,5,5,"everyday",3,3,5,4,5,4,4,4,3,4,4,4,6,4,"regularly","regularly","regularly","regularly","sometimes","regularly","regularly",3,1,"regularly","run","hundreds","hundreds","tens+",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,4,3,4,0,2,4,4,2,4,3,4,4,3,0,4,4,4,4,4,4,3,3,4,4,4,3,4,1,3,3,1,4,4,4,4,4,5,1,3,1,4,1,4,5,2,4,3,3,5,1,3,1,3,26,"high:mng/pro/self","mid/high"
3,"nf_rel",7,"no","BA","human/lang","no_fl_edu","flexible","don't_know","high","<=med",4,4,"no_car","apartment","family","no_tv","tablet","no_blog/web",0,2,2,6,7,6,6,7,7,4,5,4,4,6,NA,NA,7,2,"sometimes",6,6,6,7,6,7,7,6,7,5,4,"often",3,5,5,5,5,5,4,5,5,5,10,"often",7,7,7,5,5,5,2,6,4,6,4,4,4,4,4,4,4,"everyday",4,3,6,2,2,6,2,4,2,5,5,2,6,6,"regularly","never","sometimes","sometimes","rarely","sometimes","regularly",5,1,"regularly","ind","hundreds","tens","tens+",1,0,0,1,1,1,0,0,0,0,0,0,0,0,4,3,3,2,0,3,2,0,2,4,4,2,3,3,4,0,3,4,2,4,3,4,3,4,3,4,4,4,4,4,1,2,2,2,2,1,2,4,4,5,5,1,1,1,1,1,1,5,1,4,5,5,3,1,1,2,3,27,"high:mng/pro/self","mid/high"
4,"married",2,"no","BA","STEM/med","no_fl_edu","no_job","<=med","<=med","high",4,4,"1car+","apartment","family","tv","no_tablet","no_blog/web",1,1,2,6,4,5,1,6,6,4,5,3,1,7,NA,4,4,2,"often",4,3,5,4,7,7,5,4,7,4,10,"sometimes",4,7,6,4,5,5,3,5,5,5,5,"rarely",4,4,4,4,4,4,4,5,2,5,1,2,4,3,4,3,3,"everyday",4,7,4,4,4,6,4,4,5,4,6,6,6,7,"rarely","rarely","rarely","rarely","rarely","never","never",5,2,"regularly","run","thousands","hundreds","few",1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,3,4,4,3,4,3,2,4,4,3,4,2,3,4,3,4,0,4,3,4,4,4,3,4,4,4,3,4,1,1,5,3,1,3,3,5,4,4,4,3,1,1,3,1,4,3,2,4,4,1,4,3,5,1,4,NA,"no_job","mid/high"
5,"single",5,"no","BA","law/biz/menag","fl_edu","no_job","high","high","<=med",2,4,"no_car","apartment","rent","tv","tablet","no_blog/web",0,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,"often",7,5,7,5,5,1,5,1,5,5,20,"often",6,2,4,7,7,6,6,2,7,7,30,"often",7,6,4,7,6,7,1,5,7,4,4,1,7,1,4,5,7,"everyday",7,2,2,4,7,2,3,6,7,7,6,7,7,7,"regularly","rarely","regularly","sometimes","sometimes","regularly","rarely",3,1,"regularly","ind","thousands","tens","few",1,1,1,1,1,0,0,0,1,0,0,0,1,0,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,2,4,4,1,3,4,5,4,5,4,4,2,4,3,5,3,5,2,3,5,3,5,1,1,4,3,5,1,5,24,"no_job","mid/high"
6,"nf_rel",26,"no","<=highschool+tech","STEM/med","fl_edu","part","<=med","<=med","don't_know",1,4,"no_car","apartment","family","no_tv","no_tablet","no_blog/web",0,1,1,1,1,1,1,2,3,2,2,2,1,2,NA,NA,2,2,"rarely",1,3,3,1,2,1,2,2,2,1,0,"sometimes",5,1,1,1,1,1,1,1,7,5,3,"rarely",5,2,2,1,1,5,1,3,3,4,4,4,3,4,3,2,2,"everyday",4,3,1,3,3,5,1,4,2,3,3,4,3,6,"rarely","never","rarely","rarely","rarely","rarely","never",2,2,"sometimes","ind","tens","few","few",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3,3,0,2,1,2,3,0,2,2,2,0,4,4,2,4,0,4,4,0,0,0,4,4,4,0,4,1,3,4,2,3,1,1,4,3,4,3,3,1,3,1,5,1,1,3,3,3,1,1,3,2,4,26,"low:phys/sale/serv/assoc_pro","low"
7,"single",5,"no","BA","human/lang","fl_edu","part","high","high","don't_know",0,3,"no_car","apartment","rent","no_tv","no_tablet","no_blog/web",0,4,1,4,2,4,1,7,7,3,5,4,1,1,4,4,5,4,"often",7,6,5,3,1,1,5,7,5,1,10,"sometimes",3,1,4,7,6,1,3,4,4,5,20,"sometimes",4,6,7,6,3,6,1,6,1,4,1,1,6,1,6,6,4,"everyday",6,1,6,1,1,6,1,4,4,6,2,4,6,7,"rarely","rarely","regularly","sometimes","sometimes","sometimes","never",2,1,"regularly","run","hundreds","few","zero",0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,4,3,4,0,4,4,1,2,4,4,0,4,1,4,4,2,4,4,4,2,2,4,4,2,4,4,4,0,4,3,1,4,1,2,2,4,3,4,1,5,5,2,1,5,1,1,5,1,5,1,4,5,1,5,2,5,24,"low:phys/sale/serv/assoc_pro","low"
8,"single",6,"no","MA+","human/lang","no_fl_edu","full","<=med","<=med","don't_know",NA,3,"no_car","apartment","rent","no_tv","no_tablet","blog/web",0,3,4,6,4,5,1,7,6,6,4,4,1,6,2,7,3,3,"often",6,6,6,4,4,4,5,6,3,7,15,"sometimes",4,3,4,4,7,4,6,4,5,4,8,"sometimes",6,5,6,6,4,6,2,5,6,7,3,4,4,4,6,6,5,"everyday",7,6,5,4,5,6,2,5,7,6,4,5,5,7,"regularly","rarely","sometimes","sometimes","sometimes","rarely","regularly",3,2,"regularly","run","hundreds","tens","few",1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2,4,2,3,2,3,3,3,4,2,2,4,4,3,3,4,3,4,3,3,3,4,2,4,4,4,4,4,5,1,1,2,2,5,3,4,4,2,2,3,2,5,4,1,1,3,4,5,1,1,4,5,5,1,2,25,"low:phys/sale/serv/assoc_pro",NA
9,"single",24,"yes","BA","human/lang","fl_edu","flexible","high","high","high",2,4,"no_car","other","family","tv","tablet","no_blog/web",1,2,1,6,7,2,1,6,5,4,5,3,1,6,1,4,4,1,"rarely",5,4,6,3,3,5,3,2,6,3,4,"often",5,4,4,5,6,2,3,6,5,4,25,"often",6,4,6,6,3,5,1,6,1,6,1,1,6,1,6,6,4,"everyday",6,1,3,4,4,3,1,2,4,4,6,6,3,6,"rarely","never","sometimes","rarely",NA,"sometimes","rarely",1,1,"sometimes","ind","hundreds","hundreds","tens+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,4,4,3,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,3,3,4,5,4,4,4,1,1,1,4,1,4,4,1,1,2,3,4,3,4,2,4,24,"low:phys/sale/serv/assoc_pro","mid/high"
10,"single",23,"no","BA","law/biz/menag","fl_edu","no_job","high","high","high",0,5,"1car+","other","own","tv","no_tablet","no_blog/web",2,3,6,6,4,5,3,6,6,3,6,3,1,6,NA,4,4,4,"sometimes",6,5,5,3,4,5,2,5,6,3,4,"sometimes",5,3,3,5,5,4,4,5,4,3,5,"often",4,5,5,5,5,5,3,5,5,2,1,1,5,1,5,5,4,"everyday",6,1,1,3,6,1,6,5,5,7,5,4,5,5,"regularly","rarely","regularly","sometimes","regularly","regularly","regularly",5,4,"regularly","rival","hundreds","hundreds","tens+",1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,4,2,4,4,3,1,4,4,4,2,4,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,5,1,1,5,4,5,5,4,5,3,2,3,4,4,5,1,5,3,4,2,2,1,5,1,5,1,2,23,"no_job","low"
11,"single",5,"no","BA","human/lang","fl_edu","flexible","high","high","<=med",2,5,"no_car","apartment","rent","no_tv","no_tablet","no_blog/web",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sometimes",5,4,5,4,3,1,4,5,4,3,3,"often",3,4,4,6,6,1,5,5,3,6,15,"sometimes",3,3,3,5,3,5,3,3,3,3,3,3,6,3,3,6,3,"everyday",6,3,5,4,6,3,4,4,4,5,4,6,5,5,"rarely","rarely","sometimes","rarely","sometimes","regularly","never",1,1,"sometimes","run","hundreds","hundreds","zero",1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,4,3,0,0,2,4,4,0,0,0,4,4,0,4,0,4,0,0,4,4,3,4,4,4,0,4,5,2,2,3,3,4,4,4,4,2,3,2,2,2,2,2,3,4,2,5,2,2,4,2,4,2,3,24,"high:mng/pro/self","mid/high"
12,"nf_rel",2,"yes","MA+","human/lang","no_fl_edu","flexible","<=med","<=med","<=med",1,3,"no_car","apartment","rent","no_tv","no_tablet","no_blog/web",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sometimes",4,5,4,6,6,4,4,6,6,5,3,"often",5,6,5,5,5,3,3,5,5,6,20,"often",4,6,5,3,5,6,2,2,4,3,2,3,2,3,3,2,6,"everyday",6,6,5,4,6,5,4,4,5,4,6,5,5,6,"rarely","rarely","sometimes","sometimes","sometimes","never","regularly",5,5,"regularly","ind",NA,"few","few",0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,4,3,3,3,3,3,4,4,4,4,1,2,3,4,4,3,4,4,4,0,2,4,4,2,4,4,4,4,4,3,2,2,2,4,4,4,4,5,2,4,2,2,2,5,2,2,4,2,3,2,3,4,2,4,2,4,26,"high:mng/pro/self","low"
13,"single",25,"no","BA","human/lang","fl_edu","full","high","high","high",2,3,"no_car","apartment","own","tv","no_tablet","no_blog/web",7,5,3,5,5,4,4,7,7,4,5,4,1,6,NA,6,6,4,"sometimes",6,4,7,6,3,5,5,5,7,5,7,"sometimes",7,4,3,7,7,4,4,4,5,5,24,"sometimes",5,7,7,5,4,5,1,6,3,5,3,4,6,4,6,6,4,"everyday",7,4,7,3,7,5,1,6,6,7,6,6,7,7,"regularly","rarely","regularly","regularly","regularly","regularly","regularly",2,2,"sometimes","ind","tens","few","few",1,0,0,1,1,1,0,0,0,1,0,0,0,0,4,4,4,4,4,3,4,4,3,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,1,3,5,4,4,5,5,4,1,3,2,4,3,4,3,5,5,1,3,3,3,4,2,5,2,4,25,"high:mng/pro/self","mid/high"
14,"single",NA,"no","<=highschool+tech","soc/beh","fl_edu","flexible","high","high","high",0,3,"no_car","apartment","rent","no_tv","no_tablet","no_blog/web",0,2,4,4,2,4,1,6,7,4,4,4,4,4,4,4,4,4,"rarely",7,6,5,5,3,4,5,5,7,5,2,"often",6,2,4,7,6,1,6,4,6,7,30,"often",5,7,6,4,4,4,1,1,4,5,1,3,3,4,3,3,5,"everyday",3,3,6,6,7,5,5,7,6,7,4,7,7,6,"regularly","rarely","regularly","sometimes","sometimes","sometimes","never",2,1,"regularly","ind","hundreds","hundreds","zero",1,0,1,1,0,1,0,0,1,0,0,0,1,0,4,3,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,5,3,3,3,5,2,3,4,5,3,5,1,5,5,3,3,3,2,5,2,3,2,3,NA,"high:mng/pro/self","low"
15,"nf_rel",15,"no","MA+","human/lang","no_fl_edu","flexible","<=med","high","<=med",NA,4,"1car+","apartment","rent","tv","no_tablet","no_blog/web",4,5,3,3,2,5,6,5,4,4,2,4,5,2,4,5,6,2,"sometimes",5,6,6,2,3,2,5,6,6,6,3,"often",6,2,6,5,4,4,3,7,5,7,10,"often",5,5,4,3,4,6,1,2,6,6,3,4,2,4,3,3,5,"everyday",2,3,2,6,7,5,6,6,4,2,5,2,7,5,"rarely","regularly","sometimes","sometimes","regularly","regularly","regularly",3,3,"regularly","ind","tens","tens","zero",1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,4,4,4,4,3,3,4,4,2,4,2,4,3,3,4,3,4,3,4,4,4,3,4,4,0,4,4,5,1,1,5,4,5,5,5,5,1,2,1,4,5,3,1,5,3,3,5,1,1,4,1,5,1,1,26,"high:mng/pro/self",NA
16,"single",26,"no","MA+","law/biz/menag","no_fl_edu","flexible","<=med","<=med","high",0,4,"no_car","apartment","family","tv","tablet","blog/web",2,5,7,2,7,2,2,7,7,6,5,2,2,2,NA,4,NA,NA,"often",7,7,7,7,7,7,7,7,7,7,10,"sometimes",6,6,4,6,6,4,4,6,4,6,4,"often",7,7,7,7,7,7,3,5,5,5,4,4,4,4,5,5,5,"everyday",7,3,3,3,3,3,2,3,3,3,6,3,3,7,"rarely","rarely","sometimes","sometimes","regularly","regularly","rarely",4,1,"regularly","ind",NA,"tens","few",0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,4,3,3,4,2,4,4,4,2,4,4,1,2,3,4,3,3,2,3,4,3,3,4,4,4,4,4,4,1,1,5,5,5,5,5,5,5,2,1,4,2,5,1,5,5,1,1,4,1,4,4,5,2,5,26,"high:mng/pro/self","low"
17,"nf_rel",26,"no","BA","human/lang","fl_edu","flexible","high","high","high",2,3,"no_car","apartment","own","no_tv","tablet","blog/web",2,2,1,2,2,2,1,7,6,4,4,4,1,4,4,4,4,4,"often",6,6,6,6,6,6,5,6,5,6,15,"often",6,NA,5,6,6,6,6,6,7,4,20,"often",6,6,6,4,4,6,2,4,3,3,1,1,4,1,4,4,4,"everyday",7,7,7,7,7,4,4,6,1,6,6,6,7,7,"regularly","rarely","regularly","regularly","regularly","regularly","never",1,1,"regularly","ind","thousands","hundreds","few",1,1,1,0,1,1,1,0,1,0,0,NA,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,1,5,5,5,5,5,5,4,4,5,4,2,3,2,4,4,3,4,NA,1,4,2,4,2,4,26,"high:mng/pro/self","mid/high"
18,"single",24,"no","BA","human/lang","no_fl_edu","full","<=med","high","<=med",1,3,"no_car","apartment","own","tv","no_tablet","no_blog/web",0.5,1,1,1,4,1,1,7,7,5,5,5,1,5,NA,5,1,1,"often",7,6,7,5,6,3,7,3,5,1,10,"often",4,5,7,7,7,1,6,3,6,4,26,"rarely",5,7,7,4,4,4,1,6,1,6,1,1,1,1,1,1,1,"everyday",7,5,3,3,6,3,3,4,1,4,4,4,7,7,"regularly","rarely","sometimes","sometimes","sometimes","regularly","rarely",1,1,"sometimes","ind","hundreds",NA,"few",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,2,2,3,0,2,4,4,0,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,3,5,4,4,2,3,2,2,4,4,2,2,1,4,1,2,3,1,2,2,5,5,1,4,2,5,24,"high:mng/pro/self","low"
19,"single",17,"no","MA+","soc/beh","no_fl_edu","flexible","high","high","don't_know",3,3,"1car+","apartment","own","tv","no_tablet","no_blog/web",0.5,4,2,5,4,3,2,6,4,5,5,4,1,5,2,4,4,2,"rarely",5,5,5,5,2,5,4,5,5,5,0,"often",5,1,3,5,5,2,2,7,5,5,5,"often",5,5,5,5,3,5,2,5,4,5,4,3,5,3,5,5,4,"everyday",5,2,5,2,5,6,2,5,4,5,5,5,6,5,"rarely","rarely","sometimes","regularly","sometimes","sometimes","rarely",2,2,"sometimes","ind","hundreds","few","few",1,0,0,1,0,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,2,3,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,3,2,3,4,4,4,3,3,4,4,4,3,2,2,4,2,4,2,2,4,3,4,4,2,3,2,4,31,NA,"mid/high"
20,"single",1,"no","<=highschool+tech","no_uni_edu","fl_edu","no_job","high","<=med","high",2,3,"no_car","apartment","rent","no_tv","no_tablet","no_blog/web",0,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,1,5,4,2,4,3,"sometimes",4,6,5,5,5,1,2,5,7,6,5,"rarely",5,5,3,2,4,4,3,5,5,3,10,"sometimes",4,6,6,5,5,4,1,5,3,4,3,2,2,3,3,4,5,"everyday",4,3,5,3,7,3,7,6,7,7,4,4,6,6,"rarely","never","sometimes","regularly","sometimes","regularly","rarely",2,1,"sometimes","run","tens","tens","few",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,3,3,4,1,3,3,4,1,4,3,4,3,3,4,3,4,4,3,4,4,2,4,4,4,4,4,2,3,4,1,4,2,1,3,4,3,5,4,2,1,4,1,2,3,1,4,1,2,2,1,4,1,4,20,"no_job","mid/high"
21,"single",4,"no","BA","human/lang","fl_edu","flexible","<=med","high","<=med",1,3,"1car+","apartment","rent","tv","no_tablet","no_blog/web",2,1,4,6,6,4,1,6,6,4,4,4,4,4,4,4,4,4,"often",7,7,6,7,4,5,7,5,7,6,10,"rarely",5,4,5,4,5,4,2,4,5,5,3,"often",5,7,6,5,4,5,4,4,4,6,5,4,4,4,4,4,5,"everyday",5,4,5,4,5,6,4,4,4,6,4,6,4,6,"regularly","rarely","regularly","regularly","sometimes","sometimes","regularly",4,2,"regularly","ind","tens","tens","few",1,0,1,1,1,1,0,0,1,0,0,0,1,1,2,0,0,4,0,4,4,4,2,4,3,0,4,3,4,3,4,4,1,1,4,3,4,4,4,4,4,4,4,4,3,2,4,3,3,3,3,4,4,4,5,4,3,2,4,2,1,4,1,4,4,2,3,2,3,4,5,24,"low:phys/sale/serv/assoc_pro","low"
22,"single",3,"no","<=highschool+tech","no_uni_edu","no_fl_edu","flexible","<=med","<=med","<=med",5,3,"no_car","apartment","rent","no_tv","no_tablet","no_blog/web",0,4,3,5,6,1,1,7,7,1,1,1,1,1,NA,1,1,1,"often",1,NA,1,7,7,6,5,3,7,7,20,"rarely",4,7,1,1,4,7,1,4,7,4,0,"rarely",7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"everyday",1,7,6,1,1,1,2,7,2,1,4,6,7,7,"rarely","never","sometimes","rarely","sometimes","never","never",1,1,"never","no_sport","tens","few","zero",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4,4,4,3,4,4,4,0,3,2,1,NA,2,1,2,2,1,1,3,0,1,1,1,3,4,1,4,4,4,4,1,3,4,1,2,3,3,5,2,2,2,4,2,2,1,1,2,3,1,4,2,2,4,24,"low:phys/sale/serv/assoc_pro","mid/high"
23,"married",5,"no","MA+","STEM/med","no_fl_edu","full","<=med","<=med","<=med",2,3,"no_car","other","rent","no_tv","tablet","no_blog/web",0,5,2,5,3,5,1,4,5,3,1,2,4,2,NA,3,NA,NA,"rarely",1,5,1,3,5,2,4,1,5,6,0,"often",1,2,2,4,1,3,3,1,7,3,7,"sometimes",5,7,1,3,4,2,1,1,3,2,4,5,1,5,1,1,1,"everyday",1,3,2,1,1,2,1,6,5,4,5,2,6,7,"rarely","rarely","rarely","rarely","sometimes","never","never",1,1,"sometimes","rival","tens","few","few",1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,4,2,2,4,3,0,3,3,1,2,1,3,0,4,1,1,2,1,4,2,1,0,3,3,2,0,3,1,5,4,1,2,1,1,1,3,5,5,1,1,1,4,3,3,4,1,4,3,4,2,1,2,1,4,31,"high:mng/pro/self","mid/high"
24,"single",23,"no","MA+","soc/beh","fl_edu","full","high","<=med","high",3,5,"1car+","other","own","tv","tablet","no_blog/web",0,4,1,4,1,1,1,5,4,2,4,3,1,3,NA,4,4,1,"rarely",2,1,5,3,1,5,1,NA,4,5,1,"often",5,1,3,5,7,2,7,4,5,5,20,"often",3,7,5,5,3,5,1,5,5,7,5,5,4,5,5,5,NA,"everyday",4,1,5,4,6,3,3,4,7,6,5,2,4,3,"rarely","never","sometimes","sometimes","sometimes","sometimes","never",5,1,"regularly","ind","hundreds","hundreds","few",1,0,0,0,1,0,0,0,1,NA,0,0,1,0,2,2,2,2,4,2,2,2,2,4,4,3,4,2,3,4,1,4,1,4,4,3,4,4,2,4,4,4,4,4,5,1,1,5,3,5,5,5,4,4,1,5,5,5,5,3,3,5,5,2,1,1,5,5,5,2,1,24,"high:mng/pro/self","mid/high"
